FullName,Price,Volume,Type,Country
Seven Oaks Canadian 6 Years,239,700,Whisky,Kanada
Lanson White Label Sec,399,750,Mousserande vin,Frankrike
Bourgogne Aligoté Domaine Denis Père & Fils,171,750,Vitt vin,Frankrike
Atalon Cabernet Sauvignon,249,750,Rött vin,USA
Konrad 12,14.9,330,Öl,Tjeckien
Lourensford Reserve Cabernet Sauvignon Merlot,99,750,Rött vin,Sydafrika
Krusovice Cerne,16.9,500,Öl,Tjeckien
Bombardier,17.9,330,Öl,Storbritannien
Iron Maiden Trooper,20.7,330,Öl,Storbritannien
Bellingham Old Orchards Malbec Mourvèdre Tannat,99,750,Rött vin,Sydafrika
Mandois Brut Origine,319,750,Mousserande vin,Frankrike
André Clouet Brut Rosé,319,750,Mousserande vin,Frankrike
Eriksberg Julöl,17.9,500,Öl,Sverige
Falcons Julmumma,18.5,500,Öl,Sverige
N'Ice Chouffe,65.9,750,Öl,Belgien
Falcon Julöl,17.5,500,Öl,Sverige
Coppersmith's The Queen's Pale Ale,19.9,330,Öl,Sverige
Coppersmith's The Rook's Red Lager,19.5,330,Öl,Sverige
Kleine Zalze Vineyard Selection Pinotage,99,750,Rött vin,Sydafrika
Coppersmith's The Knight's IPA,22.9,330,Öl,Sverige
Mariestads Julebrygd,18.9,500,Öl,Sverige
La Croix Verte Domaine du Bois Mignon,119,750,Vitt vin,Frankrike
Nils Oscar Kalasjulöl,20.9,330,Öl,Sverige
Côteaux Du Layon Domaine Cady,136,750,Vitt vin,Frankrike
Coteaux du Layon St Aubin,154,750,Vitt vin,Frankrike
Liefmans Glühkriek,60.9,750,Öl,Belgien
Jacobsen Golden Naked Christmas Ale,59.9,750,Öl,Danmark
Samuel Adams Winter Lager,20.9,355,Öl,USA
Lagunitas Holiday Ale,26.9,355,Öl,USA
Hibernation Ale,32.5,355,Öl,USA
Anchor Christmas Ale,25.8,355,Öl,USA
St Peter's Winter Ale,31.9,500,Öl,Storbritannien
Shepherd Neame Christmas Ale,28.9,500,Öl,Storbritannien
BrewDog Santa Paws,23.9,330,Öl,Storbritannien
S:t Eriks Winter Session IPA,19.9,330,Öl,Sverige
Sigtuna Winter IPA Organic,22.9,330,Öl,Sverige
S:t Eriks Julale,20.9,330,Öl,Sverige
McManis Chardonnay,129,750,Vitt vin,USA
McManis Cabernet Sauvignon,139,750,Rött vin,USA
Sleepy Bulldog Winter Ale,21.9,330,Öl,Sverige
Oppigårds Winter Ale,27.8,500,Öl,Sverige
Wisby Julbrygd,19.9,330,Öl,Sverige
Three Hearts Julöl,16.9,500,Öl,Sverige
Spendrups Julbrygd,16,500,Öl,Sverige
Sofiero Julöl,14.9,500,Öl,Sverige
Pripps Jul,15.9,500,Öl,Sverige
Pizzolato Spumante d'Italia Bianco Extra Dry,75,750,Mousserande vin,Italien
Fuchsenfeld Pinot Noir,206,750,Rött vin,Österrike
Casa Marin Miramar Vineyard Riesling,189,750,Vitt vin,Chile
Aida Cava Reserva Brut Nature,178,750,Mousserande vin,Spanien
Mullineux Schist Syrah,699,750,Rött vin,Sydafrika
Janne Shuffle Lager,30,330,Öl,Sverige
Bryggverket Dubbelpipa,40,330,Öl,Sverige
41337 Session Pale Ale,30,330,Öl,Sverige
L.A. Cetto Petite Sirah,99,750,Rött vin,Mexiko
Fartote Dona Matilde Douro,113,750,Rött vin,Portugal
Dona Matilde Vinho Tinto,133,750,Rött vin,Portugal
Dona Matilde Reserva,222,750,Rött vin,Portugal
Dona Matilde Vinho Branco,133,750,Vitt vin,Portugal
James E. Pepper 1776 Bourbon,716,700,Whisky,USA
James E. Pepper 1776 Rye,716,700,Whisky,USA
Neethlingshof Estate Chenin Blanc Stellenbosch,115,750,Vitt vin,Sydafrika
Christer Berens Trebbiano D'Abruzzo,75,750,Vitt vin,Italien
Marble Leaf Sauvignon Blanc,154,750,Vitt vin,Nya Zeeland
Ramírez de la Piscina Crianza,109,750,Rött vin,Spanien
Ramírez de la Piscina Reserva,155,750,Rött vin,Spanien
Ramirez de la Piscina Seleccion Tempranillo Crianza,189,750,Rött vin,Spanien
Ramírez de la Piscina Selección Reserva,199,750,Rött vin,Spanien
Vivanco Reserva,175,750,Rött vin,Spanien
Vivanco Crianza Tempranillo,139,750,Rött vin,Spanien
Colección Vivanco Graciano,560,750,Rött vin,Spanien
Avinyó Reserva Brut,134,750,Mousserande vin,Spanien
Avinyó Gran Reserva La Ticota Cava,196,750,Mousserande vin,Spanien
Avinyó Reserva Brut Nature,143,750,Mousserande vin,Spanien
Avinyó Sublim Brut Rosé Cava,167,750,Mousserande vin,Spanien
Brahma Chopp,37,355,Öl,Brasilien
Superbock,36.2,330,Öl,Portugal
Club Colombia,36.7,330,Öl,Colombia
Coteaux du Layon Chaume Premier Cru,167,750,Vitt vin,Frankrike
Vinarija Milos Milos Plavac,159,750,Rött vin,Kroatien
San Polo Governo,129,750,Rött vin,Italien
Irsai Oliver Kabinett,192,750,Vitt vin,Tjeckien
Château Suduiraut,399,750,Vitt vin,Frankrike
Tomáš Krist Muskat Moravsky,192,750,Vitt vin,Tjeckien
Campo Leòn Amarone Della Valpolicella,304,750,Rött vin,Italien
Christer Berens Primitivo,79,750,Rött vin,Italien
Ballast Point Sculpin India Pale Ale,26.9,355,Öl,USA
Förstlingen,33.1,330,Öl,Sverige
Bonnes Mares Grand Cru Marchand-Tawse,1497,750,Rött vin,Frankrike
Saison Bocq,56.9,750,Öl,Belgien
Campillo Blanco Fermentado en Barrica,99,750,Vitt vin,Spanien
Crémant de Loire Brut Moncontour,133,750,Mousserande vin,Frankrike
Brunus Blend,89,750,Rött vin,Spanien
Bonnes Mares Grand Cru Maison Louis Jadot,1995,750,Rött vin,Frankrike
Cirrus Syrah,269,750,Rött vin,Sydafrika
Borgogno Langhe Rosso,109,750,Rött vin,Italien
Dolina,106,750,Rött vin,Serbien
Clos de Vougeot Grand Grand Domaine Hudelot-Noellat,1649,750,Rött vin,Frankrike
Wermlands Premiärbrygd,22.4,330,Öl,Sverige
Trimbach Pinot Gris Réserve,179,750,Vitt vin,Frankrike
Coma Vella Priorat,299,750,Rött vin,Spanien
Per Ols Vida,226,750,Vitt vin,Sverige
Ribera 1 One,99,750,Rött vin,Spanien
Le Versant Chardonnay,99,750,Vitt vin,Frankrike
Le Versant Syrah,99,750,Rött vin,Frankrike
Bolla Le Poiane Amarone,259,750,Rött vin,Italien
Les Grenaches de Pierre Domaine Giraud,899,750,Rött vin,Frankrike
La Torraccia Villa Simone,164,750,Rött vin,Italien
Trimbach Gewurztraminer,177,750,Vitt vin,Frankrike
Villa Simone Lazio Syrah,134,750,Rött vin,Italien
Glenfiddich 26 Years Excellence,3790,700,Whisky,Storbritannien
Chateau La Rouvière,231,750,Vitt vin,Frankrike
Fincas Valdemar Crianza,159,750,Rött vin,Spanien
Port Ellen 35 Years,23102,700,Whisky,Storbritannien
Jules Muller Pinot Gris Réserve,108,750,Vitt vin,Frankrike
Colombelle,96,750,Vitt vin,Frankrike
Schubert Sauvignon blanc,212,750,Vitt vin,Nya Zeeland
Tomatin 14 Year Port Wood Finish,572,700,Whisky,Storbritannien
El Miracle Brut,99,750,Mousserande vin,Spanien
Stefan Winter Riesling Brut,129,750,Mousserande vin,Tyskland
Château Laroque,359,750,Rött vin,Frankrike
Pietro Di Campo Barbaresco Bugia,139,750,Rött vin,Italien
Tullamore Dew Phoenix,499,700,Whisky,Irland
Nikka All Malt,399,700,Whisky,Japan
Singleton Spey Cascade,329,700,Whisky,Storbritannien
The Glenlivet Tasting Experience,438,600,Whisky,Storbritannien
Didier Michel Grand Cru,329,750,Mousserande vin,Frankrike
Réserve du Président Vermentinu,110,750,Vitt vin,Frankrike
Domaine Torraccia,189,750,Rött vin,Frankrike
Matua Organic Sauvignon Blanc,105,750,Vitt vin,Nya Zeeland
Pannier Velours Blanc,439,750,Mousserande vin,Frankrike
Chunky Red Zinfandel,97,750,Rött vin,Italien
Casa Vinironia Palloncino Aglianico,69,750,Rött vin,Italien
Sotanum Les Vins de Vienne,401,750,Rött vin,Frankrike
Stepp Scheurebe Beerenauslese,149,375,Vitt vin,Tyskland
Tahbilk Marsanne,109,750,Vitt vin,Australien
Edward Blom Riesling Trocken,99,750,Vitt vin,Tyskland
Zensa Fiano,89,750,Vitt vin,Italien
Michel Arnould Grand Cru Brut Rosé,380,750,Mousserande vin,Frankrike
Michel Arnould Mémoire De Vignes,844,750,Mousserande vin,Frankrike
Meursault Clos des Corvées de Citeau,399,750,Vitt vin,Frankrike
Meerlust Pinot Noir,235,750,Rött vin,Sydafrika
Brouilly,198,750,Rött vin,Frankrike
Château de Barbe Blanche,169,750,Rött vin,Frankrike
Vigorello,369,750,Rött vin,Italien
Il Grigio Chianti Classico Riserva,189,750,Rött vin,Italien
Teatro Red,99,750,Rött vin,Spanien
Teatro White,99,750,Vitt vin,Spanien
Tribaut Brut Nature,279,750,Mousserande vin,Frankrike
Cristo di Campobello Lalùci Grillo,179,750,Vitt vin,Italien
C'D'C Cristo di Campobello,129,750,Rött vin,Italien
Dufftown 18 Years,1186,700,Whisky,Storbritannien
Craigellachie 11 Years,898,700,Whisky,Storbritannien
Bank Note,400,700,Whisky,Storbritannien
Clan Denny Heavily Peated,549,700,Whisky,Storbritannien
Clan Denny Sweeltly Spiced,549,700,Whisky,Storbritannien
George Laval Brut Nature,548,750,Mousserande vin,Frankrike
Cevennes Merlot,92,750,Rött vin,Frankrike
Pérez Pascuas Gran Seleccion Bodegas Hnos Pérez Pascuas,1400,750,Rött vin,Spanien
Cevennes Cabernet Sauvignon,92,750,Rött vin,Frankrike
Singleton of Glendullan 38 Years Diageo Plc,7902,700,Whisky,Storbritannien
Perfect Day Pinot Grigio,79,750,Vitt vin,Italien
Kona Big Wave,22,355,Öl,USA
Valfonda Spumante Extra Dry,106,750,Mousserande vin,Italien
Lervig Konrads Stout,30.6,330,Öl,Norge
Barlingbo Slåttarn,27.9,330,Öl,Sverige
Imperial Vanilla Coffee Porter,35.3,330,Öl,Danmark
Grannen Ale,42.9,500,Öl,Sverige
Sleeman Original Draught,27.5,341,Öl,Kanada
Château Rocheyron,901,750,Rött vin,Frankrike
JP Chenet ICE Sparkling,72,750,Mousserande vin,Frankrike
Ruby Zin Laila Bagge,99,750,Rött vin,USA
Chablis Le Finage La Chablisienne,149,750,Vitt vin,Frankrike
Mega Zin Zinfandel,98,750,Rött vin,USA
Hill of Grace Henschke,4952,750,Rött vin,Australien
Les Cardounettes Pays d Óc,79,750,Vitt vin,Frankrike
Les Cardounettes Pays d Òc,79,750,Rött vin,Frankrike
Bio Bio Bio Vino Chardonnay Organic,75,750,Vitt vin,Italien
Bio Bio Bio Vino Merlot Organic,75,750,Rött vin,Italien
Allesverloren Três Vermelhos,169,750,Rött vin,Sydafrika
Kyrie,591,750,Vitt vin,Spanien
Clos de l'Obac,591,750,Rött vin,Spanien
Samuel Adams Cream Stout,22.9,355,Öl,USA
Samuel Adams Rebel IPA,23.9,355,Öl,USA
Hofbräu München Weisse,22.9,500,Öl,Tyskland
Beronia Gran Reserva,239,750,Rött vin,Spanien
Beronia Reserva,149,750,Rött vin,Spanien
Man O'War Warspite,279,750,Rött vin,Nya Zeeland
Man O' War Cabernet Franc Merlot,202,750,Rött vin,Nya Zeeland
Leah Pinot Noir,262,750,Rött vin,Nya Zeeland
MOMO Pinot Noir,205,750,Rött vin,Nya Zeeland
MOMO Sauvignon Blanc,169,750,Vitt vin,Nya Zeeland
Contraste Branco,145,750,Vitt vin,Portugal
Emilio Moro,189,750,Rött vin,Spanien
Taberner Huerta de Albalá,239,750,Rött vin,Spanien
Giol Prosecco Organic Brut,109,750,Mousserande vin,Italien
Domaine de Lumian,154,750,Rött vin,Frankrike
Prohibition Zinfandel,99,750,Rött vin,USA
Chablis Domaine Jean Collet & Fils,179,750,Vitt vin,Frankrike
Château Favray Pouilly Fumé,179,750,Vitt vin,Frankrike
Marion Cabernet Sauvignon,320,750,Rött vin,Italien
Chablis Premier Cru Montmains Butteaux Domaine Jean Collet & Fils,199,750,Vitt vin,Frankrike
Chablis Premier Cru Vaillons Sécher Domaine Jean Collet & Fils,259,750,Vitt vin,Frankrike
P.Lex Appassivo Nero D ávola,99,750,Rött vin,Italien
Xavier Rasteau,189,750,Rött vin,Frankrike
Tapiz Black Tears Malbec,399,750,Rött vin,Argentina
Tapiz Bicentenario,229,750,Rött vin,Argentina
Rhiannon,169,750,Rött vin,USA
Barbera d'Alba Gagliasso Vigna Ciabot Russ,169,750,Rött vin,Italien
Hahn Cabernet Sauvignon,159,750,Rött vin,USA
André Bergére Brut Sélection,379,750,Mousserande vin,Frankrike
André Bergére Blanc de Blancs Brut Naturel,399,750,Mousserande vin,Frankrike
Château Le Fagé Blanc,93,750,Vitt vin,Frankrike
Chateau La Croix Romane,257,750,Rött vin,Frankrike
Stallhagen US Red Ale,31.2,330,Öl,Finland
Stallhagen Pale Ale,31.2,330,Öl,Finland
Remix Unfiltered Lager,24.9,330,Öl,Sverige
Hantverksbryggeriet Kosacken,39.9,330,Öl,Sverige
Amarone della Valpolicella Classico Venturini Campomasua,990,750,Rött vin,Italien
Sforzato di Valtellina Infinito,359,750,Rött vin,Italien
Morlet En Famille Pinot Noir,1099,750,Rött vin,USA
A Drop of the Irish Blackadder 8 Years Single Malt,798,700,Whisky,Irland
Grimalda Red,269,750,Rött vin,Kroatien
Monferrato Dolcetto Carlin de Paolo,129,750,Rött vin,Italien
Luis Spumante Extra Dry,140,750,Mousserande vin,Italien
Luis Spumante Rosé Carlin De Paolo Extra Dry,140,750,Mousserande vin,Italien
Riedlin Rot Spätburgunder Trocken,365,750,Vitt vin,Tyskland
Mariestads Emmer Porter,229,750,Öl,Sverige
Sweetwater Triple Tail Tropical IPA,31.9,355,Öl,USA
Ecoviva Terre Siciliane,99,750,Rött vin,Italien
Sweetwater 420 Extra Pale Ale,31.9,355,Öl,USA
Barolo Ravera,302,750,Rött vin,Italien
Rascallion 45 RMP Red Blend,159,750,Rött vin,Sydafrika
Bombinate,299,750,Rött vin,Sydafrika
Babich Headwaters Sauvignon Blanc Organic,179,750,Vitt vin,Nya Zeeland
Rascallion 33 1/3 RPM,159,750,Vitt vin,Sydafrika
Maggio,79,750,Rött vin,Italien
Châteauneuf-du-Pape Château La Nerthe Blanc,349,750,Vitt vin,Frankrike
Barbera d'Asti Superiore Carlin de Paolo,187,750,Rött vin,Italien
Cisterna d'Asti Superiore Carlin de Paolo,187,750,Rött vin,Italien
Settevigne Tintilia Claudio Cipressi,299,750,Rött vin,Italien
Tintilia 66 Claudio Cipressi,555,750,Rött vin,Italien
Colección Privada,129,750,Rött vin,Spanien
Spike Brewery Cookies & Cream,149,375,Öl,Sverige
Figueroa Mountain Hurricane Deck,43.7,355,Öl,USA
Strandlida Bryggeri Röd Ale,32,500,Öl,Sverige
Söderarm Ale,25.9,330,Öl,Sverige
Tjärven Ale,36.5,330,Öl,Sverige
Lerskärsgrund Ale,32.6,330,Öl,Sverige
Spelmans Ale,28.7,330,Öl,Sverige
Finca Antigua Organic Selection,69,750,Rött vin,Spanien
Zanoni Valpolicella Ripasso Superiore,259,750,Rött vin,Italien
Bosco di Fratta Superiore Millesimato Brut,150,750,Mousserande vin,Italien
Alesago Bodegas Moraza,266,750,Rött vin,Spanien
Oban Single Malt 14 Years,529,700,Whisky,Storbritannien
Amarone della Valpolicella Zanoni,464,750,Rött vin,Italien
Grasevina,127,750,Vitt vin,Kroatien
Barolo Cannubi Damilano,467,750,Rött vin,Italien
Paulaner Hefe-Weiss Dunkel,22.9,500,Öl,Tyskland
Col d'Orcia Rosso di Montalcino,154,750,Rött vin,Italien
Barolo Fontanafredda,209,750,Rött vin,Italien
Trout Valley Chardonnay,139,750,Vitt vin,Nya Zeeland
Trout Valley Pinot Gris,149,750,Vitt vin,Nya Zeeland
Les Hauts de Castelmaure,124,750,Rött vin,Frankrike
Vicar's Choice Pinot Noir,99,750,Rött vin,Nya Zeeland
Vve Fourny & Fils Brut Rosé,339,750,Mousserande vin,Frankrike
Michel Genet Brut Classic,329,750,Mousserande vin,Frankrike
Michel Genet Grand Cru Blanc de Blancs,359,750,Mousserande vin,Frankrike
Plaisir de Vigne Sauvignon,85,750,Vitt vin,Frankrike
Plaisir de Vigne Syrah,85,750,Rött vin,Frankrike
Musita Regieterre Catarratto,119,750,Vitt vin,Italien
Musita Passocalcara,139,750,Vitt vin,Italien
La Bastide Saint Dominique,119,750,Rött vin,Frankrike
Musita Regieterre Nero d'Avola,132,750,Rött vin,Italien
Langhe Pecchenino Maestro Langhe,169,750,Vitt vin,Italien
Erse Etna Bianco,199,750,Vitt vin,Italien
Saint-Joseph Clos de Cuminaille,269,750,Rött vin,Frankrike
Crozes-Hermitage Pierre Gaillard,199,750,Rött vin,Frankrike
Moratel Rosso,169,750,Rött vin,Italien
Roughstock Spring Wheat,896,700,Whisky,USA
Sprinzenberg Riesling,179,750,Vitt vin,Österrike
Roughstock Sweet Corn,837,700,Whisky,USA
Recioto Della Valpolicella Corte Sant Alda,428,500,Rött vin,Italien
Corte Sant Alda Amarone Della Valpolicella,645,750,Rött vin,Italien
Corte Sant Alda Ca Fiui,180,750,Rött vin,Italien
Gosset Grand Blanc de Blancs,546,750,Mousserande vin,Frankrike
Barefoot Zinfandel,79,750,Rött vin,USA
Te Whare Ra Sauvignon Blanc,192,750,Vitt vin,Nya Zeeland
Chianti Classico Brancaia Riserva,319,750,Rött vin,Italien
Samaroli's Peaty,1242,700,Whisky,Storbritannien
Ascheri Langhe Nebbiolo,192,750,Rött vin,Italien
Ascheri Montalupa Viognier,281,750,Vitt vin,Italien
Ferry to Islay Blended Malt,1976,700,Whisky,Storbritannien
Cavalo Maluco,498,750,Rött vin,Portugal
Caol Ila 13 Years,1132,500,Whisky,Storbritannien
Bowmore Loch Indaal Catch,7577,700,Whisky,Storbritannien
Brunello di Montalcino Poggio Nero,239,750,Rött vin,Italien
Amarone della Valpolicella Classico Campo del Titari Riserva,760,750,Rött vin,Italien
Amarone della Valpolicella Classico Campo Inferi Riserva,641,750,Rött vin,Italien
Pa' Riondo Valpolicella Ripasso Classico,202,750,Rött vin,Italien
Michel Genet Extra Brut,359,750,Mousserande vin,Frankrike
Friuli Colli Orientali Friulani,162,750,Vitt vin,Italien
Friuli Colli Orientali Sauvignon,162,750,Vitt vin,Italien
Friuli Colli Orientali Ribolla Gialla,162,750,Vitt vin,Italien
Navardia Rioja,122,750,Rött vin,Spanien
Friuli Colli Orientali Pinot Grigio,162,750,Vitt vin,Italien
Cossentino Grillo,142,750,Vitt vin,Italien
Mes Bastides Rouge,139,750,Rött vin,Frankrike
Rådanäs Porter,18.9,330,Öl,Sverige
Côtes de Nuits Village Clos de Magny,249,750,Rött vin,Frankrike
Meursault Domaine Pernot Belicard,399,750,Vitt vin,Frankrike
Eliseo Rosso Toscano,145,750,Rött vin,Italien
Federico Primo Toscana,247,750,Rött vin,Italien
Double Hop Monster India Pale Ale,24.9,330,Öl,Storbritannien
Valentina Toscana Vermentino,155,750,Vitt vin,Italien
Strong Suffolk Dark Ale,22.9,330,Öl,Storbritannien
Moritz,15.9,330,Öl,Spanien
S A Prüm Bernkasteler Lay Riesling GG,248,750,Vitt vin,Tyskland
Castello di Radda Chianti Classico,279,750,Rött vin,Italien
Lo Sparviere Franciacorta Brut Cuvee 7,179,750,Mousserande vin,Italien
Dusky Sounds Sauvignon Blanc,101,750,Vitt vin,Nya Zeeland
Torre dei Vescovi Cabernet Sauvignon,89,750,Rött vin,Italien
Torre dei Vescovi Pinot Grigio,89,750,Vitt vin,Italien
Urbanihof Grüner Veltiner Wagram Classic,99,750,Vitt vin,Österrike
Urbanihof Riesling Wagram,109,750,Vitt vin,Österrike
Hardys HRB - D645 Cabernet Sauvignon,199,750,Rött vin,Australien
Geihemrat J Riesling Spätlese Trocken,229,750,Vitt vin,Tyskland
Ysta Vinteröl,30.3,500,Öl,Sverige
Ernie Els Proprietor's Cabernet Sauvignon,310,750,Rött vin,Sydafrika
Grillo,89,750,Rött vin,Italien
Grignolino d'Asti Francesco Rinaldi & Figli,149,750,Rött vin,Italien
Sandahl Street Smart,199,750,Vitt vin,Ungern
Cantina Tollo Rosso Biologico,75,750,Rött vin,Italien
Mackmyra Moment Prestige 11 Years,1198,700,Whisky,Sverige
Kleine Zalze Vineyard Selection Chardonnay,109,750,Vitt vin,Sydafrika
Clos Vougeot Vieilles Vignes Domaine Chateau de la Tour,1599,750,Rött vin,Frankrike
Weinrieder Kugler Riesling,232,750,Vitt vin,Österrike
Sta María de la Piscina Gran Reserva,299,750,Rött vin,Spanien
St Austell Big Job Double IPA,39.9,500,Öl,Storbritannien
Le Gagie Barbera d'Asti,159,750,Rött vin,Italien
Sankt Johannes Winemaker Selection,140,750,Rött vin,Republiken Makedonien
Philippe Glavier La Grâce d'Alphaël Grand Cru Blanc de Blancs,380,750,Mousserande vin,Frankrike
Orpale Grand Cru Blanc De Blancs Brut,859,750,Mousserande vin,Frankrike
Cuvée Deor,95,750,Mousserande vin,Italien
Cielo Prosecco 1530,99,750,Mousserande vin,Italien
Wachenheimer Belz Riesling,179,750,Vitt vin,Tyskland
Ekuò Organic Sparkling,79,750,Mousserande vin,Italien
Campione Amarone Della Valpolicella Classico,169,750,Rött vin,Italien
Molino Real,349,500,Vitt vin,Spanien
Williamson Cárn Mór Sherry Cask 6 Years,658,700,Whisky,Storbritannien
Blair Athol No 7297 Cárn Mór Celebration Of The Cask,1679,700,Whisky,Storbritannien
Glen Keith Càrn Mòr Celebration Of The Cask,2298,700,Whisky,Storbritannien
Benrinnes No 7799 Cárn Mór Celebration Of The Cask,1558,700,Whisky,Storbritannien
Kirkwall Bay Morrison & MacKay,649,700,Whisky,Storbritannien
Morlet Ma Douce Chardonnay,899,750,Vitt vin,USA
Morlet Joli Coeur Pinot Noir,1199,750,Rött vin,USA
Morlet Ma Princess Chardonnay,949,750,Vitt vin,USA
Glen Ord Sherry Finish no700421 8 Years,849,700,Whisky,Storbritannien
Tomintoul A.D Rattray Cask Collection 20 Years,1298,700,Whisky,Storbritannien
Breath of Speyside Adelphi´s 10 Years,1058,700,Whisky,Storbritannien
Morlet Coteaux Nobles Pinot Noir,999,750,Rött vin,USA
La Linda Torrontés,129,750,Vitt vin,Argentina
Malvarrosa Tinto,115,750,Rött vin,Spanien
Bahía de Dénia Vino Blanco,120,750,Vitt vin,Spanien
Bahia Nature Brut,127,750,Mousserande vin,Spanien
Castell D`aixa Crianza,120,750,Rött vin,Spanien
Bozeto De Exopto,158,750,Rött vin,Spanien
Exopto,498,750,Rött vin,Spanien
Fettercairn Carn Mor 8 Years,658,700,Whisky,Storbritannien
Linkwood 11 Years,698,700,Whisky,Storbritannien
Knockdhu Cárn Mór 8 Years,658,700,Whisky,Storbritannien
Torcanto Verdejo Blanco,99,750,Vitt vin,Spanien
Noah Bramaterra,366,750,Rött vin,Italien
Noah Coste della Sesia Croatina,255,750,Rött vin,Italien
Terroir Al Limit Dits del Terra,798,750,Rött vin,Spanien
Aultmore #1002 8 Years,798,700,Whisky,Storbritannien
Inchgrower #303696 16 Years,1290,700,Whisky,Storbritannien
Miltonduff Adelphi Limited 33 Years Cask No 7450,2997,700,Whisky,Storbritannien
Black Snake Vat 1 5th Venom,897,700,Whisky,Storbritannien
Castell d'Olérdola Brut,99,750,Mousserande vin,Spanien
Barolo Brunate Enzo Boglietti,699,750,Rött vin,Italien
Barbera d'Alba Enzo Boglietti,249,750,Rött vin,Italien
Langhe Buio Enzo Boglietti,359,750,Rött vin,Italien
Douglas Laings Big Peat Xmas,649,700,Whisky,Storbritannien
XIII Lunas Reserva,169,750,Rött vin,Spanien
Atrevido Blanco,75,750,Vitt vin,Spanien
Atrevido Tinto,75,750,Rött vin,Spanien
Terroir Históric Negre,278,750,Rött vin,Spanien
Terroir Arbossar,788,750,Rött vin,Spanien
Côte-Rôtie Ampodium,595,750,Rött vin,Frankrike
Örebro 753 År Prévoteau-Perrier,347,750,Mousserande vin,Frankrike
Pavillion Chenin Blanc,79,750,Vitt vin,Sydafrika
Pavillion Shiraz Cabernet Sauvignon,79,750,Rött vin,Sydafrika
Community Beer IPA,39.9,330,Öl,Sverige
Laphroaig Select,359,700,Whisky,Storbritannien
Sav Sparkling,331,750,Mousserande vin,Sverige
Mangofeber DIPA,39.9,330,Öl,Sverige
Nya Carnegiebryggeriet Amber Ale,21.9,330,Öl,Sverige
Nya Carnegiebryggeriet Kellerbier,21.9,330,Öl,Sverige
Folkes Röda IPA,27.9,330,Öl,Sverige
Folkes Tjocke Stout,28.9,330,Öl,Sverige
Coppersmith's The Kings Checkmate Stout,21.8,330,Öl,Sverige
Östersund City Lager,23.6,330,Öl,Sverige
Masi Passo Blanco,89,750,Vitt vin,Argentina
Hummelholm IPA,29.7,330,Öl,Sverige
Villovägens Falu Imperial IPA,39.6,330,Öl,Sverige
Villovägens Falu IPA,29.6,330,Öl,Sverige
Villovägens Falu Ale,28.3,330,Öl,Sverige
Villovägens Falu Lager,28.2,330,Öl,Sverige
Svarte Petter Svart Dubbelbock,31.6,330,Öl,Sverige
Jean Milan Grande Réserve Grand Cru,443,750,Mousserande vin,Frankrike
Grästorps Ale,27.7,330,Öl,Sverige
Elements of Islay Lp5 Single Islay Malt,975,500,Whisky,Storbritannien
Grästorps Forshalls Brus,27.7,330,Öl,Sverige
Montefalco Sagrantino Antonelli,299,750,Rött vin,Italien
L.A. Cetto Chardonnay,99,750,Vitt vin,Mexiko
L.A. Cetto Cabernet Sauvignon,99,750,Rött vin,Mexiko
Röbäck Red Ale,27.7,330,Öl,Sverige
Timorous Beastie,489,700,Whisky,Storbritannien
Togouchi NoAge,598,700,Whisky,Japan
Dittelsheim Weissburgunder Trocken,177,750,Vitt vin,Tyskland
Dittelsheim Geyersberg Riesling Trocken,299,750,Vitt vin,Tyskland
Stefan Winter Riesling,125,750,Vitt vin,Tyskland
Blue Hanger 11th Limited Release,1189,700,Whisky,Storbritannien
Santa's Butt,38,500,Öl,Storbritannien
Domaine Bousquet Malbec Grande Reserve,159,750,Rött vin,Argentina
Woori Yallock Pinot Noir,439,750,Rött vin,Australien
Strandlida Bryggeri Västkustskt Ale,34.9,500,Öl,Sverige
Hofbräu Dunkel,22.9,500,Öl,Tyskland
Château Cloche Tokaji Aszú 6 puttonyos,397,500,Vitt vin,Ungern
Domaine Bernhard & Reibel Muscat,153,750,Vitt vin,Frankrike
Bourgogne Pinot Noir Domaine Denis Père & Fils,171,750,Rött vin,Frankrike
Jacquart Mosaïque Brut,309,750,Mousserande vin,Frankrike
Brut Nature Reserva,202,750,Mousserande vin,Spanien
Jacquart Mosaïque Brut Rosé,369,750,Mousserande vin,Frankrike
Jacquart Blanc de Blancs Brut,419,750,Mousserande vin,Frankrike
Château Bardoulet Saint-Émilion Grand Cru,250,750,Rött vin,Frankrike
Château Le Peuy Saincrit Bordeaux Supérieur,115,750,Rött vin,Frankrike
Unánime,181,750,Rött vin,Argentina
Clos De Vougeot Grand Cru Domaine Jean Grivot,1915,750,Rött vin,Frankrike
Zeunerts Höga Kusten,14.9,440,Öl,Sverige
Tianna Bocchoris Negre,238,750,Rött vin,Spanien
Gorú,133,750,Rött vin,Spanien
Gosset Celebris Extra Brut,990,750,Mousserande vin,Frankrike
Savanha Tercet,69,750,Vitt vin,Sydafrika
Oppigårds Everyday IPA,19.9,330,Öl,Sverige
Amarone della Valpolicella 1888 Riserva,603,750,Rött vin,Italien
Valpolicella Superiore Villa Canestrari,170,750,Rött vin,Italien
Soave Superiore Àuge Riserva,143,750,Vitt vin,Italien
Amarone della Valpolicella Plenum,382,750,Rött vin,Italien
Amarone della Valpolicella Villa Canestrari,305,750,Rött vin,Italien
