FullName,Price,Volume,Type,Country
Domaine Agapé Expression Riesling,195,750,Vitt vin,Frankrike
Morgon Côte du Py,159,750,Rött vin,Frankrike
BrewDog Vagabond Pale Ale Gluten Free Beer,22.9,330,Öl,Storbritannien
Château La Croizille Grand Cru,860,750,Rött vin,Frankrike
Tropical India Pale Ale,29.9,330,Öl,Sverige
Deus Brut Des Flandres,185,750,Öl,Belgien
Victoria Prosecco Extra Dry,99,750,Mousserande vin,Italien
Moncaro Verdicchio dei Castelli di Jesi Classico Organic,79,750,Vitt vin,Italien
J Lohr Seven Oaks Cabernet Sauvignon,149,750,Rött vin,USA
Domaine Agapé Grand Cru Schoenenbourg Riesling,311,750,Vitt vin,Frankrike
'A Rina Etna Rosso,190,750,Rött vin,Italien
Feudo Etna Rosso,329,750,Rött vin,Italien
San Lorenzo Etna Rosso,329,750,Rött vin,Italien
Råå Halfway to Bombay,24.7,330,Öl,Sverige
CB's Session IPA India Pale Ale,25.9,330,Öl,Sverige
Sibbarps Husbryggeri Citra India Pale Ale,28.2,330,Öl,Sverige
Ella Brown Ale,27.5,330,Öl,Sverige
Odd Island Hazie Dizzie,28.9,330,Öl,Sverige
Dom Caudron Épicurienne Brut,397,750,Mousserande vin,Frankrike
Rebel Original,26.3,500,Öl,Tjeckien
Rebel Cerny Mörk lager,26.3,500,Öl,Tjeckien
Rebel Ljus Lager,26,500,Öl,Tjeckien
Patinho,32.6,330,Öl,Portugal
Pipa,32.1,330,Öl,Portugal
Rebel IPA,26,500,Öl,Tjeckien
Henriot Cuvée des Enchanteleurs Brut,1499,750,Mousserande vin,Frankrike
Fjäderholmarnas Short Sail,26,330,Öl,Sverige
The Macallan Fine Oak 25 Years,12841,700,Whisky,Storbritannien
The Macallan Fine Oak 21 Years,4599,700,Whisky,Storbritannien
The Macallan Sherry Oak 25 Years,12999,700,Whisky,Storbritannien
Rings Saumagen Riesling,499,750,Vitt vin,Tyskland
Casas Patronales Old Vines Series Cabernet Sauvignon,99,750,Rött vin,Chile
Ballast Point Nitro Red Velvet,25.9,355,Öl,USA
Ballast Point Peanut Butter Victory At Sea,89,650,Öl,USA
Chablis Grand Cru Bourgros Clotilde Davenne,599,750,Vitt vin,Frankrike
Chateau Petit Roubié Picpoul de Pinet,119,750,Vitt vin,Frankrike
Bockenauer Spätburgunder R,365,750,Rött vin,Tyskland
Stromberg Riesling Grosses Gewächs,489,750,Vitt vin,Tyskland
Felseneck Riesling Grosses Gewächs,499,750,Vitt vin,Tyskland
Aviator Ale,20.7,330,Öl,Sverige
Sibbarps Husbryggeri Rye India Pale Ale,28.7,330,Öl,Sverige
Rocket Fuel Ale,27.8,330,Öl,Sverige
MJ's SIPA Svart India Pale Ale,26.7,330,Öl,Sverige
Hellas APA,27.9,330,Öl,Sverige
Falonia Ljus Ale,29.5,330,Öl,Sverige
Drydecker Lager,20.8,330,Öl,Sverige
Classic Märzen,22.2,330,Öl,Sverige
Saltsjö Lager,24.9,330,Öl,Sverige
Södra Pale Ale Ekologisk,19.8,330,Öl,Sverige
Charlis Älvdans Lätt Pale Ale,23.6,330,Öl,Sverige
Jämtlands Fenix Bitter Ale,19.5,330,Öl,Sverige
Noble Vines 337 Cabernet Sauvignon,139,750,Rött vin,USA
Noble Vines 446 Chardonnay,139,750,Vitt vin,USA
Loureiro Aphros,159,750,Vitt vin,Portugal
Aphros Daphne,199,750,Vitt vin,Portugal
Brooklyn Naranjito Pale Ale with Orange Peel,20.9,355,Öl,USA
Felsenberg Riesling Grosses Gewächs,478,750,Vitt vin,Tyskland
Jämtlands Postiljon Strong Pale Ale,20.9,330,Öl,Sverige
Aquila del Torre At Refosco,195,750,Rött vin,Italien
At Riesling,195,750,Vitt vin,Italien
Amarone della Valpolicella Classico Brigaldara,349,750,Rött vin,Italien
Marrenon Grande Toque Blanc,125,750,Vitt vin,Frankrike
Nespolino Sangiovese,79,750,Rött vin,Italien
Ridgeview Bloomsbury Brut,349,750,Mousserande vin,Storbritannien
Ridgeview Fitzrovia Rosé Brut,399,750,Mousserande vin,Storbritannien
Ridgeview Cavendish Brut,349,750,Mousserande vin,Storbritannien
Stone Xocoveza for the Holidays & the New Year,39.9,355,Öl,USA
Pojega Valpolicella Ripasso,130,750,Rött vin,Italien
Jämtlands President Ljus Lager,19.5,330,Öl,Sverige
Nya Tidens IPA,39.5,330,Öl,Sverige
Jämtlands Steamer Halvljus Lager,19.9,330,Öl,Sverige
Régis Fliniaux Cuvée Supérieure Brut,299,750,Mousserande vin,Frankrike
Tällbergs IPA,32.8,330,Öl,Sverige
Le Sabbie dell'Etna Etna Bianco DOC,119,750,Vitt vin,Italien
Vega Best Coast IPA,27.9,330,Öl,Sverige
Cavaliere,341,750,Rött vin,Italien
Poppels Mörk Lager,21.9,330,Öl,Sverige
Hervé Dubois Blanc de Blancs Grand Cru Réserve Brut,289,750,Mousserande vin,Frankrike
Brut Zero Grand Cru,371,750,Mousserande vin,Frankrike
Michele Satta Giovin Re,294,750,Vitt vin,Italien
Louis Bouillot Crémant de Bourgogne Perle d'Or Millesime,179,750,Mousserande vin,Frankrike
Ryentorps APA,23.9,330,Öl,Sverige
Roslagens Pale Ale,22.9,330,Öl,Sverige
Ryentorps Vete,23.9,330,Öl,Sverige
Maxim Riesling,129,750,Vitt vin,Tyskland
Hepburn's Choice Nice and Peaty 9 Years,767,700,Whisky,Storbritannien
Gårdslager,22.9,330,Öl,Sverige
Böhmisk Pilsner,22.9,330,Öl,Sverige
Leva Rheinhessen,69,750,Vitt vin,Tyskland
Château la Varière Le Savetier,99,375,Vitt vin,Frankrike
English Peated Selected by Clydesdale,798,700,Whisky,Storbritannien
Moët & Chandon Ice Impérial Demi-Sec,435,750,Mousserande vin,Frankrike
Toni Gelabert Fangos Negre,224,750,Rött vin,Spanien
Caspar X Riesling Feinherb,171,750,Vitt vin,Tyskland
Caspar X Riesling Trocken,171,750,Vitt vin,Tyskland
Ponzi Chardonnay Reserve,355,750,Vitt vin,USA
Kreinbacher Rosé Brut,239,750,Mousserande vin,Ungern
Clos Pons Algés,184,750,Rött vin,Spanien
Marrenon Amountanage Luberon Blanc,129,750,Vitt vin,Frankrike
Torello 225 Brut Nature,259,750,Mousserande vin,Spanien
Huno Blend,189,750,Rött vin,Spanien
Gruss Casse-Noisett Pinot Gris,219,750,Vitt vin,Frankrike
Gruss Cremant d'Alsace Rosé Brut,189,750,Mousserande vin,Frankrike
Eikendal Classique,285,750,Rött vin,Sydafrika
Ballast Point Unfiltered Sculpin IPA,28.9,355,Öl,USA
G.H Mumm No1 Gold Sec,401,750,Mousserande vin,Frankrike
Finca Rio Negro Gewürztraminer,169,750,Vitt vin,Spanien
Piemonte Cortese Enzo Bartoli,119,750,Vitt vin,Italien
Korlat Merlot,222,750,Rött vin,Kroatien
Chill Out Organic Riesling,79,750,Vitt vin,Tyskland
Vina Erdut Gewurztraminer,120,750,Vitt vin,Kroatien
Melleruds Klassiska Ale Eko,15.5,330,Öl,Sverige
Ruppertsberger Hofstück Riesling,69,750,Vitt vin,Tyskland
Trepat,188,750,Rött vin,Spanien
Diane de Belgrave,225,750,Rött vin,Frankrike
Korta Katarina Plavac Mali,289,750,Rött vin,Kroatien
Caspari Ellergrub Alte Reben Riesling Spätlese Trocken,241,750,Vitt vin,Tyskland
Gevrey-Chambertin Premier Cru Cherbaudes Domaine Fourrier,1599,750,Rött vin,Frankrike
Corte Cariano Corvina Monovitigno,160,750,Rött vin,Italien
Dunavár Pinot Grigio,69,750,Vitt vin,Ungern
Clos de Vougeot Grand Cru Jean-Marie Fourrier,2199,750,Rött vin,Frankrike
Charmes Chambertin Domaine Lignier-Michelot,2200,750,Rött vin,Frankrike
Chambolle Musigny Premier Cru Aux Echanges Jean-Marie Fourrier,1249,750,Rött vin,Frankrike
Regis Fliniaux Cuvée Prestige Grand Cru Brut,398,750,Mousserande vin,Frankrike
2 Mazi Red,169,750,Rött vin,Grekland
Arbois Savagnin-Sous Voile,219,750,Vitt vin,Frankrike
Sauvignon de Purcari,150,750,Vitt vin,Moldavien
Chicken Cock Bootleggers Blend Bourbon and Rye,685,700,Whisky,USA
Inici Priorat,179,750,Rött vin,Spanien
Jean-Diot Selection Brut,364,750,Mousserande vin,Frankrike
Piero Busso Barbera d'Alba St Stefanetto,299,750,Rött vin,Italien
A Minima Rouge,175,750,Rött vin,Frankrike
Nivei Blanco,79,750,Vitt vin,Spanien
Dreissigacker Riesling Alte Reben,159,750,Vitt vin,Tyskland
Scarbolo Pinot Grigio,141,750,Vitt vin,Italien
Scarbolo My Time,246,750,Vitt vin,Italien
Scarbolo Cabernet Sauvignon,160,750,Rött vin,Italien
Castell del Remei Brut Nature,119,750,Mousserande vin,Spanien
Scarbolo Friulano,141,750,Vitt vin,Italien
Governo Sangiovese,142,750,Rött vin,Italien
Deanston Berry's Own Selection 16 Years,1290,700,Whisky,Storbritannien
1270 A Vuit Red,349,750,Rött vin,Spanien
Crémant de Bourgogne Brut Préstige,139,750,Mousserande vin,Frankrike
Teerenpeli Single Malt 10 Years,953,500,Whisky,Finland
Brekeriet Brillant,29.9,330,Öl,Sverige
Bourgogne Passetoutgrain Robert Groffier Père et Fils,225,750,Rött vin,Frankrike
Chambolle Musigny Premier Cru Les Hauts Doix Robert Groffier Père et Fils,1295,750,Rött vin,Frankrike
Rince & Repeat Session IPA,24.9,330,Öl,Sverige
1270 A Vuit Fina,179,750,Rött vin,Spanien
Akita Viramidus Selection,79,750,Rött vin,Spanien
Sixto Uncovered Chardonnay,349,750,Vitt vin,USA
Ironstone Old Vines Zinfandel,129,750,Rött vin,USA
Fattoria Paradiso Gradisca Dolce,199,750,Vitt vin,Italien
Wermlands Kaffestout,23.9,330,Öl,Sverige
Diamant Två Feta Grisar,22.5,330,Öl,Sverige
Optimus Primus Imperial Honey Stout,38.3,330,Öl,Sverige
Pango IPA,34.7,330,Öl,Sverige
Dr v Bassermann Jordan Chardonnay,199,750,Vitt vin,Tyskland
Sixten,43.5,500,Öl,Sverige
Q Lager,43.6,500,Öl,Sverige
Remmarlöv The Fenton Session IPA,22.9,330,Öl,Sverige
Saison Kongero,24.9,330,Öl,Sverige
Remmarlöv The Bonneville Organic Wheat,21.9,330,Öl,Sverige
Ryentorps IPA,24.9,330,Öl,Sverige
Jädraöl Gävle lager,24.7,330,Öl,Sverige
Poppels Session IPA,19.9,330,Öl,Sverige
Näcken,24.6,330,Öl,Sverige
Dalabryggeri Ljus Lager,16.8,330,Öl,Sverige
Marrenon Amountanage Luberon Rouge,129,750,Rött vin,Frankrike
Arvino Rosso,159,750,Rött vin,Italien
Venezia Giulia Chardonnay,288,750,Vitt vin,Italien
Ballast Point Coconut Victory At Sea,89,650,Öl,USA
Prosecco Valdobbiadene Extra Dry,159,750,Mousserande vin,Italien
La Riva Dei Frati Cabernet del Veneto,89,750,Rött vin,Italien
Albareda Sforzato di Valtellina,499,750,Rött vin,Italien
Philipp Kuhn Pinot Noir Tradition,175,750,Rött vin,Tyskland
Vintage Tunina,599,750,Vitt vin,Italien
Red Angel Pinot Nero,288,750,Rött vin,Italien
Venezia Giulia Pinot Grigio,288,750,Vitt vin,Italien
Where Dreams have no ends Venezia Giulia Bianco,599,750,Vitt vin,Italien
Laurent-Perrier Grande Sièce,1199,750,Mousserande vin,Frankrike
Oc4 Islay Single Malt,1269,500,Whisky,Storbritannien
Amrut Port Pipe Peated,1998,700,Whisky,Indien
Glen Grant Gourmet Granola,1399,700,Whisky,Storbritannien
Bowmore Bofire Attire,3395,700,Whisky,Storbritannien
Invergordon Strawberry Fondant Icing,1397,700,Whisky,Storbritannien
Mortlach Gingerbread House,1549,700,Whisky,Storbritannien
Balblair A D Rattray Sherry Cask 6 Years,889,700,Whisky,Storbritannien
Balmenach A D Rattray Sherry Finish 7 Years,879,700,Whisky,Storbritannien
Glen Spey A D Rattray Cask Collection No 800861 25 Years,1698,700,Whisky,Storbritannien
Dofftown A D Rattray Wine Finish 19 Years,1089,700,Whisky,Storbritannien
Speyburn Sauternes Finish 8 Years,869,700,Whisky,Storbritannien
Folkes IPL,26.9,330,Öl,Sverige
Ronneby Lager,24.7,330,Öl,Sverige
Maredsous Brune,79.9,750,Öl,Belgien
Brasstacks The Conductor,27.4,330,Öl,Sverige
Aurum Brut Nature Reserva,99,750,Mousserande vin,Spanien
Brasstacks Blueberry Backbone,33.1,330,Öl,Sverige
Falonia Mörk Ale,27.9,330,Öl,Sverige
Castell De Ribes Semi Seco,89,750,Mousserande vin,Spanien
S:t Olof Havrestout,29.1,330,Öl,Sverige
15 Minutes of Flame India Pale Ale,29.9,330,Öl,Sverige
The Great Adventures of Mofaza Pale Ale,28.6,330,Öl,Sverige
Captain Crocbuster's Great Lake Pils,24.7,330,Öl,Sverige
Dugges Stillwater Artisanal Tropic Thunder,32.3,330,Öl,Sverige
Slottskällans Freedom IPA,22.3,330,Öl,Sverige
Tolaini Al Passo,210,750,Rött vin,Italien
Tolaini Picconero,694,750,Rött vin,Italien
Slottskällans Vit,20.9,330,Öl,Sverige
Groh Organic Grauburgunder Trocken,119,750,Vitt vin,Tyskland
Enskede Pale Ale,28.7,330,Öl,Sverige
Caspari Zeppwingert Riesling Feinherb Alte Reben Spätlese Trocken,241,750,Vitt vin,Tyskland
Gabriel Meffre Côtes-du-Rhône Saint-Francois,89,750,Vitt vin,Frankrike
Grebbestad Saison,24.7,330,Öl,Sverige
Halmstad Brygghus Tjuvahålan Lager,20.9,330,Öl,Sverige
Flora Springs Cabernet Sauvignon,499,750,Rött vin,USA
Villa Chiòpris Pinot Grigio,131,750,Vitt vin,Italien
Livon Valbuins Sauvignon Blanc,225,750,Vitt vin,Italien
Villa Chiòpris Sauvignon Blanc,131,750,Vitt vin,Italien
Ironstone Cabernet Sauvignon,129,750,Rött vin,USA
Alfiero Boffa Moscato d'Asti La Lupa,105,375,Vitt vin,Italien
Fattoria ColSanto Sagrantino di Montefalco,365,750,Rött vin,Italien
La Roche Buissière Petit Jo,171,750,Rött vin,Frankrike
Borgo Salcetino Lucarello Chianti Classico Riserva,219,750,Rött vin,Italien
Borgo Salcetino Chianti Classico,181,750,Rött vin,Italien
Borgo Salcetino RosSole Sangiovese Merlot,146,750,Rött vin,Italien
Glenlossie 23 Years,1981,700,Whisky,Storbritannien
Fattoria ColSanto Ruris,149,750,Rött vin,Italien
The Dark Secret Vol II 19 Years,1765,700,Whisky,Storbritannien
Domaine Bernhard & Reibel Pinot Gris,343,750,Vitt vin,Frankrike
Hirsch Vineyards West Ridge Pinot Noir,799,750,Rött vin,USA
Château Grand Lys,117,750,Rött vin,Frankrike
2 Mazi White,169,750,Vitt vin,Grekland
Malondro,199,750,Rött vin,Spanien
Santa Duc Côtes du Rhône Les Vieilles Vignes,119,750,Rött vin,Frankrike
Tormore 23 Years,1784,700,Whisky,Storbritannien
Beaune Premier Cru Theurons Louis Jadot,349,750,Rött vin,Frankrike
Beaune Premier Cru Clos des Couchereaux Louis Jadot,349,750,Rött vin,Frankrike
Salon,3409,750,Mousserande vin,Frankrike
Rirum Tillt Pale Ale,19.6,330,Öl,Sverige
Fleurie Clos Vernay Domaine Lafarge Vial,285,750,Rött vin,Frankrike
Glen Elgin-Glenlivet Small Batch 20 Years,1499,700,Whisky,Storbritannien
Nuits-St-Georges Premier Cru Les Boudots Maison Louis Jadot,699,750,Rött vin,Frankrike
Glen Scotia Limited Edition,1499,700,Whisky,Storbritannien
Ben Nevis Sherry Cask 16 Years,1767,700,Whisky,Storbritannien
Barbera d´Asti Superiore,190,750,Rött vin,Italien
Lange Rosso Ludovica,190,750,Rött vin,Italien
Barbera d'Alba Superiore Palazzotto,199,750,Rött vin,Italien
Nebbiolo d'Alba,199,750,Rött vin,Italien
Strathmill Small Batch 23 Years,1839,700,Whisky,Storbritannien
Chang Beer,14.9,320,Öl,Thailand
Oceanbryggeriet Västkust,22.9,330,Öl,Sverige
William Cadenhead Blended Scotch Whisky 12 Years,748,700,Whisky,Storbritannien
Mas d'en Pol,160,750,Vitt vin,Spanien
Vall del Calàs,220,750,Rött vin,Spanien
Costers del Gravet,220,750,Rött vin,Spanien
Les Jardins de Bouscassé,139,750,Vitt vin,Frankrike
Bowmore Tempest VI 10 Years,650,700,Whisky,Storbritannien
Txomin Etxaniz Txakoli,139,750,Vitt vin,Spanien
Michel Genet Grand Cru Blanc de Blancs Brut Esprit,209,375,Mousserande vin,Frankrike
Egly-Ouriet Brut Grand Cru Millésime,1069,750,Mousserande vin,Frankrike
Villa Marcello Prosecco,129,750,Mousserande vin,Italien
Zyme Kairos,680,750,Rött vin,Italien
Zyme Amarone Classcio,1090,750,Rött vin,Italien
Cavalier Cesare Canonica Langhe Nebbiolo,190,750,Rött vin,Italien
Domaine Bernhard & Reibel Riesling Vendanges Tardives,343,750,Vitt vin,Frankrike
Sommarovina Valtellina Superiore,310,750,Rött vin,Italien
Bushveld Bulldog India Pale Ale,25.8,330,Öl,Sverige
Castelo Rodrigo Touriga Nacional,129,750,Rött vin,Portugal
Cornas Les Ruchets Jean-Luc Colombo,599,750,Rött vin,Frankrike
Zýme La Mattonara Riserva Amarone della Valpolicella Classico,2750,750,Rött vin,Italien
Zýme Valpolicella Classico Superiore,360,750,Rött vin,Italien
Zýme Metodo Classico,399,750,Mousserande vin,Italien
Sublime Grand Cru Rosé,375,750,Mousserande vin,Frankrike
Anchor California Lager,23.9,355,Öl,USA
Vieux Château Mazerat Château Teyssier,749,750,Rött vin,Frankrike
Jean-Christophe Pellerin Classic Rosé Méthode Ancestrale,177,750,Mousserande vin,Frankrike
Marco Mosconi Amarone,633,750,Rött vin,Italien
Marco Mosconi Superiore,333,750,Rött vin,Italien
Musigny Grand Cru Louis Jadot,4695,750,Rött vin,Frankrike
Bonnes Mares Grand Cru Louis Jadot,2295,750,Rött vin,Frankrike
Chambertin Clos de Bèze Grand Cru Louis Jadot,2595,750,Rött vin,Frankrike
The Whisky Agency Islay Malt 8 Years,1221,700,Whisky,Storbritannien
Comte Hugues de La Bourdonnaye Brut Nature Rosé,487,750,Mousserande vin,Frankrike
Comte Hugues de La Bourdonnaye Brut Nature Grande Réserve,487,750,Mousserande vin,Frankrike
Alpamanta Breva Sauvignon Blanc,229,750,Vitt vin,Argentina
Glenallachie Liquid Sun 20 Years,1518,700,Whisky,Storbritannien
Cornas Jouvet François Villard,350,750,Rött vin,Frankrike
Kildalton The Maltman Sherry Cask No 5065,1268,700,Whisky,Storbritannien
Caledonian The Grainman Cask No 23894,1469,700,Whisky,Storbritannien
Dumbarton The Grainman Cask No 30012,1259,700,Whisky,Storbritannien
Invergordon The Grainman 45 Years,2097,700,Whisky,Storbritannien
Glen Keith Sherry Cask 135908 21 Years,1398,700,Whisky,Storbritannien
Glen Moray Cask 5136 9 Years,879,700,Whisky,Storbritannien
3 Fonteinen Oude Geuze Cuvée Armand & Gaston,189,750,Öl,Belgien
Pasqua Prosecco Frizzante,89,750,Mousserande vin,Italien
3 Fonteinen Oude Kriek,104,375,Öl,Belgien
3 Fonteinen Oude Geuze,129,750,Öl,Belgien
Närke ? Korn-vins Ale,57.8,500,Öl,Sverige
Klackabacken Hallon Berliner,28.9,330,Öl,Sverige
GBG Beer Week 2018 Dugges Strawberry sour beer,26.9,330,Öl,Sverige
Collective Art Hazy New England IPA,35.9,473,Öl,Kanada
Wildfire IPA,32.4,330,Öl,Sverige
Allt-a-Bhainne Liquid Sun 22 Years,1536,700,Whisky,Storbritannien
Occidental Station Vineyard Cuvée Catherine Pinot Noir,1249,750,Rött vin,USA
Les Pujoles,458,750,Rött vin,Spanien
Soave Mito,99,750,Vitt vin,Italien
Casa Nostra Organica,59,750,Rött vin,Italien
MilleUna Tretarante Dolce Naturale,360,500,Rött vin,Italien
1270 A Vuit Blanc,299,750,Vitt vin,Spanien
Andechser Weissbier Dunkel,29.9,500,Öl,Tyskland
MilleUna Aladino Primitivo Dolce Naturale,240,750,Rött vin,Italien
Hope You Like Idaho Double IPA,39.9,330,Öl,Sverige
Used Motor Oil South Plains Brewing Company,34,330,Öl,Sverige
Hoparoma NE IPA,30.1,330,Öl,Sverige
Freja Blonde,36.8,330,Öl,Sverige
Sigvid Englandsfararen EPA,34.8,330,Öl,Sverige
Mango Fandango Spike Brewery,29.9,330,Öl,Sverige
Bergslager,24.7,330,Öl,Sverige
All In DIPA,36.9,330,Öl,Sverige
Stellenbosch Reserve Vanderstel,129,750,Rött vin,Sydafrika
Ognissole Primitivo di Manduria,139,750,Rött vin,Italien
Round House Signature Collection Shiraz,79,750,Rött vin,Sydafrika
Misty Cove Organic Pinot Noir,149,750,Rött vin,Nya Zeeland
Logan Weemala Tempranillo,155,750,Rött vin,Australien
Falanghina del Sannio Nifo Sarapocchiello,99,750,Vitt vin,Italien
Cristo di Campobello Laudàri Chardonnay,199,750,Vitt vin,Italien
West Chardonnay,176,750,Vitt vin,USA
Monte Stelle Soave Classico,92,750,Vitt vin,Italien
Monte Tondo Soave Classico,125,750,Vitt vin,Italien
Reyneke Vinehugger Cabernet Sauvignon Merlot,82,750,Rött vin,Sydafrika
Murdoch James Estate Pinot Noir,159,750,Rött vin,Nya Zeeland
Feldgefluster Riesling Kabinett,141,750,Vitt vin,Tyskland
Dr von Bassermann-Jordan Deidesheimer Leinhöhle,216,750,Vitt vin,Tyskland
Langenlois Weingut Jurtschitsch Grüner Veltliner,119,750,Vitt vin,Österrike
Sandstein Riesling trocken,139,750,Vitt vin,Tyskland
Gruber Röschitz Hundspoint Grüner Veltliner,135,750,Vitt vin,Österrike
Klangwerk GG trocken Riesling vum Helle,199,750,Vitt vin,Tyskland
Pascual Toso Cabernet Sauvignon,114,750,Rött vin,Argentina
Röschitz Grüner Veltliner,109,750,Vitt vin,Österrike
Le Guaite di Noemi Ripasso,429,750,Rött vin,Italien
H.O. Achado,129,750,Rött vin,Portugal
Le Palé Ripasso Fratelli Giuliare,179,750,Rött vin,Italien
Recioto Le Guaite di Noemi,395,500,Rött vin,Italien
H.O. Colheita,190,750,Rött vin,Portugal
Lleiroso Crianza,159,750,Rött vin,Spanien
Geheimrat J Riesling Spätlese Trocken,229,750,Vitt vin,Tyskland
Quinta do Mondego Tinto,170,750,Rött vin,Portugal
Casette Foscarin Soave Classico,165,750,Vitt vin,Italien
Gran Appasso,89,750,Rött vin,Italien
Marqués de Velilla Roble,118,750,Rött vin,Spanien
Sancerre Enclos de Maimbray,209,750,Vitt vin,Frankrike
Black Stallion Transcendent Cabernet Sauvignon,1770,750,Rött vin,USA
Château Montus Blanc,299,750,Vitt vin,Frankrike
Inedit Damm,19.9,330,Öl,Spanien
Wither Hills Pinot Noir,179,750,Rött vin,Nya Zeeland
Barbera d'Asti Stella Rossa Marco Bonfante,149,750,Rött vin,Italien
Borgi Organico,79,750,Rött vin,Italien
Brazil Intenso Tannat,126,750,Rött vin,Brasilien
Brazil Intenso Brut,118,750,Mousserande vin,Brasilien
Pouilly-Fumé Bertrand Jeannot et Fils,172,750,Vitt vin,Frankrike
Les Eléphants Sauvignon,136,750,Vitt vin,Frankrike
Slottskällan Summer Ale,22.5,330,Öl,Sverige
Uppsala Brygghus Czech Mate Pilsner,19.9,330,Öl,Sverige
Rommeheds Lageröl,19.9,330,Öl,Sverige
Arabicanatt,29.9,330,Öl,Sverige
Fortets IPA,31.7,330,Öl,Sverige
Ellas IPA,31.6,330,Öl,Sverige
Lemon & Ginger Lager,28.1,330,Öl,Sverige
O/O Evergreen,32,330,Öl,Sverige
NKB Just Chill'n Stout,30.9,330,Öl,Sverige
NKB - Trippie Hippie Sessions IPA,24.9,330,Öl,Sverige
Wapnö Bjällra IPA,25.4,330,Öl,Sverige
Wheat Treat,30.8,330,Öl,Sverige
Malpuesto,339,750,Rött vin,Spanien
Rust en Vrede Estate Cabernet Sauvignon,249,750,Rött vin,Sydafrika
Oude Mûre Tilquin à l'Ancienne,179,750,Öl,Belgien
Oude Gueuze Tilquin à l'Ancienne,129,750,Öl,Belgien
Stout Rullquin,159,750,Öl,Belgien
Oude Quetsche Tilquin à l'Ancienne,99.5,375,Öl,Belgien
Les Travers Rouge Cairanne,149,750,Rött vin,Frankrike
Les Travers Blanc Cairanne,149,750,Vitt vin,Frankrike
Gigondas Les Hauts de Montmirail,299,750,Rött vin,Frankrike
Wermland SWIPA,26.4,330,Öl,Sverige
Koyle Royale Syrah,149,750,Rött vin,Chile
Cono Sur Pinot Noir Organic,99,750,Rött vin,Chile
Nuits-Saint-Georges Premier Cru Les Damodes Domaine de la Vougeraie,689,750,Rött vin,Frankrike
Amalaya Blanco de Corte,119,750,Vitt vin,Argentina
Route du Van Sauvignon Blanc Semillon,149,750,Vitt vin,Australien
Amarone Sangue di Miura by Tonini Lamborghini,399,750,Rött vin,Italien
Route du Van Dolcetto Shiraz,149,750,Rött vin,Australien
Gran Maestro Appassimento Bianco,69,750,Vitt vin,Italien
San Vicente,445,750,Rött vin,Spanien
Hyde No 3 Bourbon Finish 6 Years,589,700,Whisky,Irland
Chablis Premier Cru Vaillons Domaine Servin,215,750,Vitt vin,Frankrike
Tingvalla Stout,23.9,330,Öl,Sverige
Bishops Finger Kentish Strong Ale,24.9,500,Öl,Storbritannien
Gutevin Lukase Grand Reserv,199,750,Rött vin,Sverige
Chic Barcelona Brut,86,750,Mousserande vin,Spanien
Brasstacks Pom-Pom Pomegranate Blonde,24.3,330,Öl,Sverige
Parcela El Picon,1434,750,Rött vin,Spanien
Cattier Blanc de Noirs Brut,367,750,Mousserande vin,Frankrike
Electric Nurse Dark Skull,39.7,330,Öl,Sverige
Sundbybergs Pale Ale,26,330,Öl,Sverige
Waxholm Saison,29.7,330,Öl,Sverige
Nya Carnegiebryggeriet 100W IPA,26.9,330,Öl,Sverige
Space Monk,29.1,330,Öl,Sverige
Grebbestad Session IPA,19.7,330,Öl,Sverige
Freixenet Organic Brut,99,750,Mousserande vin,Spanien
Essentia Loci Primotivo,199,750,Rött vin,Italien
Mendel Cabernet Sauvignon,179,750,Rött vin,Argentina
Strandlida Bryggeri India Pale Ale,35.8,500,Öl,Sverige
Dr Loosen Ürziger Würzgarten Grosses Gewächs Riesling,299,750,Vitt vin,Tyskland
Oceanbryggeriet Arbetarporter,36.3,330,Öl,Sverige
DalaBryggeri American Brown Ale,18.8,330,Öl,Sverige
Collection Mourvèdre Lapostolle,279,750,Rött vin,Chile
Alphyddan Weisse,25.9,330,Öl,Sverige
Skelderwikens American Pale Ale,24.6,330,Öl,Sverige
Kuyen,279,750,Rött vin,Chile
F2 Pale Ale,25.4,330,Öl,Sverige
Chablis Pommier,199,750,Vitt vin,Frankrike
Barlingbo Soleldn,18.9,330,Öl,Sverige
Basilisco Aglianico del Vulture,299,750,Rött vin,Italien
Fryken Blond Ale,23.1,330,Öl,Sverige
Härje Pale Ale,30.6,330,Öl,Sverige
Helgas Hembrygd,39.4,330,Öl,Sverige
Lossen India Pale Ale,32.5,330,Öl,Sverige
Mellankröket Ljus Lager,26.6,330,Öl,Sverige
Mannerströms,18.7,330,Öl,Sverige
Carlstad Tysk Ale,23.7,330,Öl,Sverige
Äppelbo RED tALE Mellanöl,19.9,330,Öl,Sverige
Karls Krona,20.3,330,Öl,Sverige
Charlis ipaipa,28.7,330,Öl,Sverige
Sigtuna Black Soil IPA,28.9,330,Öl,Sverige
Halmstad Brygghus Slöinge Imperial Kaffe Stout,27.9,330,Öl,Sverige
Mountain Brews Hazy Lager,13.9,330,Öl,Österrike
#001 Szechuan Pepper Wit,29,330,Öl,Sverige
The Lion Organic Agiorgitiko Cabernet Sauvignon,119,750,Rött vin,Grekland
Torelló Pàl-Lid Brut Rosé Reserva,189,750,Mousserande vin,Spanien
Torelló Special Edition Brut Reserva,189,750,Mousserande vin,Spanien
