FullName,Beer
Ambassadörsporter,1
Scala Dei Cartoixa,0
Howling Hops Pale Ale,1
Howling Pils Bohemian Lager,1
Llebre,0
Znovín Znojmo Dornfelder,0
Znovín Svatovavrinecké,0
Pale XX No.2,1
Howling Hops Black XX,1
Oakham Citra,1
Antico Monastero Barbaresco,0
Antico Monastero Barbera d´Alba,0
L'Alano Chianti Toggenburg,0
Bosio Truffle Hunter Leda Nebbiolo d´Alba,0
Brekeriet Rhubarbe,1
Mohawk Anything Gose,1
McGargles Granny Mary's Red Ale,1
Bistro Lager,1
Einbecker Ur-Bock Hell,1
Hunting Trail Intense and Wild,0
MariaBella Ripasso,0
Auxey-Duresses Vieilles Vignes Monopole,0
Pommard Clos Orgelot Monopole Premier Cru,0
Massimago Valpolicella,0
Brunello di Montalcino Col di Lamo,0
Oskar Blues IPA,1
Fischer Tradition,1
Stobi Dooel Cabernet Sauvignon,0
Stobi Dooel Vranec,0
Stobi Dooel Pinot Noir,0
Alexandria Cabernet Sauvignon,0
Mille 1,0
Degrassi Contarini Merlot Riserva,0
Degrassi Contarini Cabernet Franc,0
Tikves Cabernet & Merlot Special Edition OAK Edition,0
N ÖCF Stor Stark,1
Gran Real Tempranillo,0
Raboso del Piave Vigneto Terre Nobili,0
Kreda Refosco,0
Foster's Gold Premium Lager,1
Vina Laguna Terra Rossa,0
Solèr Rosso,0
Mysti Negre origami,0
Borgogno No Name,0
Conceito Tinto,0
Amarone della Valpolicella Le Guaite di Noemi,0
Cuma Organic Malbec,0
Clonakilla O'Riada Shiraz,0
Rosso di Montalcino Talenti,0
Brunello di Montalcino Talenti,0
Avia Pervia Primitivo,0
Dr Bassermann-Jordan Deux Nez,0
Doline Colli della Murgia Rosso,0
Côte-Rôtie Corps de Loup,0
Corps de Loup Côte-Rôtie Paradis,0
OPAT Mixpack,1
Borgogno Langhe Nebbiolo,0
Tano Rosso del Veronese Le Guaite di Noemi,0
Stella Artois,1
Zorzal Eggo Tinto de Tiza,0
Matarromera Crianza,0
Peroni Nastro Azzurro,1
Aroa Masia Serra,0
Coma De Vaixell,0
Soma Session SIPA,1
Fårö Snaruddden,1
Coma Fredosa Cabernet Sauvignon Grenache,0
IO,0
Les Griffons de Pichon Baron,0
La Gran Selezione,0
Vila Santa Reserva,0
Elio Altare Dolcetto d'Alba,0
Ægir India Pale Ale,1
Highland Heritage Estate Pinot Noir,0
Brancaia Chianti Classico,0
Acusp Castell D'Encus,0
Beaune Premier Cru Aux Cras Louis Jadot,0
Villa Wolf Pinot Noir,0
Anchor Go West IPA,1
MilleUna Shahrazad Primitivo,0
De Vos X-MAS,1
Ægir Lærdøl Sour Cherry,1
Anchor Christmas Ale,1
Nostos The Journey Blend,0
Nostos The Journey Syrah,0
Ribas Negre,0
Sincronia Negre Ecologic,0
Sotil Negre Ecologic,0
Prins Katt The Eagle Session IPA,1
Prins Katt Premium Pilsner,1
Ett ögonblick,1
MargarIPA,1
Mango Jerry Sour Beer,1
Viggan Wit,1
Folkes New England IPA,1
Single Hop IPA,1
Lead Singer Syndrome IPA Mikrofonbryggeriet,1
Wisby Berliner Weisse,1
Trüe Jues Sour Beer,1
Klackabacken Elin En AIPA,1
Finca Valpiedra Reserva,0
Valle Secreto First Edition Carménère,0
Coma de Vaixell,0
Gneis,0
Cornas Lieu-Dit Les Eygats,0
Mas La Mola,0
Rådanäs Alter Ego,1
Prescription Reserve Zinfandel Petit Sirah Merlot,0
Kékfrankos Blaufränkisch,0
Tailgate Watermelon Wheat,1
Falguera Samso Red Grenache,0
MilleUna Genius Primitivo del Salento,0
Autonomy Lost Imperial IPA,1
Hope Shiraz Reserve,0
Zýme 602020,0
TOCS Grenache Syrah,0
Kings Ridge Pinot Noir,0
Lalama Mencia,0
Doña Dominga Carmenère,0
Hafez Shiraz,0
Zola Cape Cuvée,0
Renton Lola Färsköl,1
GefleBockens The Rise And Fall of The Burning Bock,1
Renton Susi Färsköl,1
Hugas de Batlle Låda 6x750ml,0
MilleUna Mantonero,0
Renton New Order Färsköl,1
Speri Amarone della Valpolicella Classico,0
Domaine du Grand Montmirail Cuvée Vieilles Vignes,0
Réserve Auguste Favier,0
MilleUna Capitolo Laureto,0
Espectacle,0
Wermlands Lager,1
West Coast 7th Prime American Pale Ale,1
Danvik Belgo DIPA,1
O/O Muscles Imperial IPA,1
Mjelga Ale,1
Pax Citra,1
Vega Deep Sea Imperial Porter,1
The Bishops Meadow Dubbel IPA,1
Roero Nebbiolo,0
Barbera d'Alba Matteo Correggia,0
Helsinge Schwarzbier,1
Möllys Rivers ov Gold,1
Kings Ridge Pinot Gris,0
Kalesh Cuvée Red,0
Vranec Perfect Choice,0
Cartus,0
Dugges Hunter & Sons Sidamo Dimtu,1
Masi Riserva di Costasera,0
Château Poujeaux Dourthe Fréres,0
Château Lafon-Rochet Saint-Estephe,0
Nero Grande,0
Gabbiano Solatio,0
Clos de Vougeot Jean-Marc Millard Gr Maupertui Grand Cru,0
Chianti Classico Riserva Castello di Gabbiano,0
Vacqueyras Domaine de la Charbonniére,0
Equalizer IPA,1
Frequency Seeds of Love Grapefruit IPA,1
Lucky Old Sun,1
Pistonhead Kustom Lager,1
Reyneke Reserve Cabernet Sauvignon,0
Brygghuset Finn KarnevAle,1
Brygghuset Finn Karnevöl,1
Viña Ilusión,0
Obolon Extra,1
Stadspuls,1
Coppersmiths Summer IPA,1
Költur Bonobo India Pale Ale,1
Barlingbo Källingen Gute DIPA,1
Reenstierna Lager,1
Radiant,1
NollFyraSex Lager,1
Poppels Jonsered Pilsner,1
Glazed Doughnut Blond Stout,1
Värmdö Bryggeri Sandhamn Ljus Lager,1
Frequency Czech Your Head,1
Strandlida Bryggeri En vanlig lager,1
Uppsala Brygghus New England IPA,1
Slottskällan LimeTime,1
M.A.P.A. Marbäcks American Pale Ale,1
Double O Shitting Monkey,1
New Belgium Hof Ten Dormaal Golden Ale,1
Josef Chromy Zdar Pinot Noir,0
Seghesio Cortina Dry Creek Zinfandel Seghesio Family Vineyards,0
Founders Lizard Of Koz,1
Eger Kékfrankos Merlot,0
Founders Curmudgeon,1
Monlusso Barbera,0
Douglas Green Merlot Fairtrade,0
Cuvée Grand Mas,0
Maquis Lien,0
Côte-Rôtie Les Bécasses M. Chapoutier,0
Rully Premier Cru Cuvée Signature Bouchard Aîné et Fils,0
M.Chapoutier Bila-Haut Occultum Lapidem,0
La Dame de Malescot,0
M.Chapoutier Les Vignes de Bila-Haut,0
Xavier Santana,0
Frog's Leap Cabernet Sauvignon,0
Zenato Valpolicella Classico Superiore,0
Frog's Leap Merlot,0
Château Cantemerle,0
Frog's Leap Zinfandel,0
Château Haut Brandey,0
Carlisle Pagani Ranch Zinfandel,0
Alta Mora Etna Rosso,0
Gaina IPA,1
GefleBockens Ruby Bock,1
GefleBockens Tack o Bock Classic Pilsner,1
Underwood Pinot Noir,0
Wildwux,0
Love Noir,0
Sunrise Cabernet Sauvignon,0
Guinness Extra Stout,1
Elpidios David & Nadia,0
Victoria La Dolce Vita Capo di Grande,0
Rall Red Rall Wines,0
Black Sheep Imperial Stout Ale,1
Esporão Reserva Tinto,0
Hungry Wines Kadarka,0
Nudo Sangiovese Toscano,0
Van Ardi Rött,0
Esporão Quinta dos Murças Reserva,0
Amarone della Valpolicella Classiso Tenuta Santa Maria Valverde,0
Grain D'Orge Glutenfri,1
Calcarole Amarone della Valpolicella Classico,0
Sileo,0
Château Teyssier,0
Veramonte Reserva Carmenere,0
L'Expressio del Priorat,0
Querceto Chianti,0
Garage Project Smoke & Mirrors Smoked Brown Ale,1
Passion für Berlin,1
Bourgogne Vieilles Vignes Maison Roche de Bellene Pinot Noir,0
Bitburger Premium,1
Veneroso Terre di Pisa,0
Nebbiolo Corsini,0
Trinity Eh Areni Noir,0
Pilsner Urquell,1
Callaway Zinfandel,0
Ysta Färsköl Bygel,1
Mangohallonfeber American Pale Ale,1
Anciano Gran Reserva Tempranillo,0
Barolo Vale Colle Belvedere,0
Nebbiolo d'Alba Colle Belvedere,0
Barbera d'Alba Marti Colle Belvedere,0
Barbera d'Alba Armujan Podere Ruggeri Corsini,0
G Tocka By Galic Cabernet Sauvignon Merlot,0
Rådanäs Ekologiska Påsköl,1
Bergslagens Argentum Blonde Ale,1
Galic Pinot Noir,0
Dugges Easter Lager,1
MJ's Bryggeri Honungsöl Ale,1
Corteforte Recioto Della Valpolicella Classico Amandorlato,0
Eriksberg Påsköl,1
Electric Nurse Hoppy IPA,1
Hernö Stoned IPA,1
Ocean Golden Oceanbryggeriet,1
Ocean Engelsk Pale Ale,1
Ocean Amerikansk Pale Ale,1
Höganäs Lager,1
Möllys Erotiqa,1
SommarAle,1
Domaine Léon Barral Faugéres,0
Medianiles Tempranillo Roble Ecológico,0
Skärgårdslager Originalet,1
Skärgårds IPA India Pale Ale,1
Mizzon Amarone della Valpolicella Classico,0
Dubh Linn Stout,1
The Pushy Parrots Tropical Pale Ale,1
Svinbådan Lager,1
Tyska Eken Alter Schwede,1
Balder,1
Yuzu Saison Sundbybergs Köksbryggeri,1
India Pale Ale Sundbybergs Köksbryggeri,1
Lasse I Gatan Imperial Coffe Stout Sundbybergs Köksbryggeri,1
Blonde Sonja,1
Wicked Mountain,1
Thai Spiced White IPA,1
Flying Sombrero Mexican Lager,1
Open to Suggestions,1
Burger Beer,1
Citrauvin American Pale Ale Odd Island Brewing Co,1
Train Station Brewery Wheat the fck?,1
Bosman Vineyards Twyfeling Cinsaut,0
Bosman Vineyards Pinotage,0
Bronx Brewery Holy Mother of Citrus India Pale Ale,1
Côtes du Rhône Artesis,0
Abdyika Estate Blend,0
Wessinge Brygghus Mamuang IPA,1
Åhus Leon Millot 2016,0
Eskilstuna sommar IPA Eskilstuna Ölkultur,1
En tyst minut,1
Barolo Podere Ruggeri Corsini,0
Casa Mariol Cabernet Sauvignon Reserva,0
Stigbergets Amazing Haze IPA,1
Warsteiner,1
Cruor Casa Gran del Siurana,0
Armas de Guerra Mencia Crianza,0
Armas de Guerra Mencia Roble,0
Kåtöl Modern Pale Ale,1
Zlatan Plavac Barrique,0
Barolo Mosconi Chiara Boschis,0
Crognolo,0
Must Kuld Colombia,1
Umathum Haideboden,0
Core,0
Red Horse Beer,1
Gevrey-Chambertin Premier Cru Lavaux St Jacques Joseph Drouhin,0
Sorì San Lorenzo Gaja,0
Costa Russ Gaja,0
Fagerhult Blonde Lager,1
Clos de Vougeot Grand Cru Domaine de la Vougeraie,0
Sorì Tildìn Gaja,0
Cuvée des Gouverneurs Rouge,0
Magicae Pale Ale,1
Orenga de Gaffory Rappo,0
Ängöl Diabolisk Belgisk Dubbel,1
Ängöl Gröna Vågen,1
Södra Barley Wine,1
Cherry Pop French Saison,1
Ryentorps Pilsner,1
Flunk Out India Pale Ale,1
Daniela's Rakija Stout Imperial Stout,1
Modelo Especial,1
Mikkeller/Brill 10 yr Anniversary Gluten Free Hazy IPA,1
Naparbier Milky Brain,1
Möllys Stout,1
Wästkust IPA India Pale Ale,1
Brave New World Tempest Brewing Co,1
Easy Livin Pils Tempest Brewing Co,1
Long White Cloud Tempest Brewing Co,1
Red Eye Flight Tempest Brewing Co,1
The Pale Amarillo Tempest Brewing Co,1
14 Hands Cabernet Sauvignon,0
Affligem Blonde,1
Roccamozzi Sangiovese Toscana,0
Château La Louvière Rouge,0
Pühaste Dekadens,1
Château Couhins-Lurton Rouge Grand Vin De Graves,0
14 Hands Hot To Trot Red Blend,0
Brigaldara Ripasso Superiore,0
Chateau de Gaudou Renaissance,0
Incanto Black,0
La Soif du Mal Rouge Grenache,0
Burn Cottage Pinot Noir,0
57 on Main,0
Cashmere Black Magic,0
LIPA Ljusdals India Pale Ale,1
Barolo Domenico Clerico,0
Château Grand Francais,0
What Gose Around...,1
Vega Reko Pale Ale,1
Dunder Scottish Ale,1
Vérité La Muse,0
Vérité Le Desir,0
Chateau Margaux Bordeauxslott,0
Medeiros Tinto,0
Signature,0
IIPA Emmaboda Bryggeri AB,1
Paolo Scavino Bricco Ambrogio,0
Falu Röd Ale,1
Lammsbräu Dunkel,1
Murgese Stout,1
Pax Origo,1
Müller Catoir Haardt Spätburgunder,0
Eriksberg Juvelpilsner,1
Terroir 201701,0
Wapnö Winö Saison Tomat,1
Ichnusa Anima Sarda,1
Kasztelan Jasne Pelne,1
Favorit,1
Lycke Pilsner,1
Erelia,0
Bosman Pinotage Cabernet Sauvignon,0
Santa Inés Cabernet Sauvignon,0
Karmeliten Hefe-Weizen,1
Errazuriz Estate Series Cabernet Sauvignon,0
Santa Ana Classic Shiraz Cabernet sauvignon,0
Badger First Call,1
Poppels West Coast IPA,1
Rådanäs Ekologiska Pale Ale,1
Omnipollo Noa Pecan Mudcake Stout,1
Karlskoga 1978,1
Miller Genuine Draft,1
Panarda,0
Château des Annereaux Lalande de Pomerol,0
Chianti Classico La Ghirlanda,0
Chianti Classico Riserva Marchesi Antinori,0
Rosso di Montalcino Pian delle Vigne Marchesi Antinori,0
Bristlylådan 8 Castello di Monsanto,0
Maison Robert Olivier Vin Naturel Cuvée Tradition,0
Mompertone Monferrato,0
Humlemästarens Lager,1
Lauters Fårö Malört,1
Train Station Brewery Shipfaced IPA,1
Barlingbo Helgedomen,1
Table Beer Åre Bryggcompagni,1
Barlingbo Sockenöl Ale,1
P.Lex Vin pour la Table,0
Snoutjuice Imperial Stout,1
Imperial Biscotti Break,1
Ale Burgsviks bryggeri,1
Majuelos de Callejo Tempranillo,0
Citra Burgsviks bryggeri,1
Kleine Zalze Sangiovese Cabernet Sauvignon,0
La Choulette Ambrée,1
Montes Vinho Regional Lisboa,0
Arniston Bay Shiraz Cabernet Sauvignon,0
Finca La Emperatriz Crianza,0
Motörhead Röad Crew American Pale Ale,1
Mandrarossa Timperosse Petit Verdot,0
Arktourus,0
Pé Da Serra,0
VinOliv Rosso Giro,0
Dimazzo Primitivo,0
Erbaluna Barolo,0
Erbaluna Barbera d'Alba La Rosina,0
Iveria Kindzmarauli Semi Sweet Red Wine,0
Iveria Mukuzani Red Dry Wine,0
Saperavi Qvevri Red Dry Wine,0
Marani Kondoli Saperavi,0
Domaine Mersiol Pinot Noir,0
Erbaluna Dolcetto d’Alba Le Liste,0
Marani Kindzmarauli,0
Rovero Brachetto,0
Barbera d'Asti Rouvè Rovero,0
Lacima Dominio de Bibei,0
Barbera d'Asti Sanpansè Rovero,0
Nebbiaia Rovero,0
Marani Khvanchkara,0
WaraWara Cabernet Sauvignon,0
Gemtree The Phantom,0
Côtes-du-Rhône Bouachon Organic,0
BolläsBock Kraftfull Bocköl,1
Boekenhoutskloof Stellenbosch Cabernet Sauvigon,0
Vol.4 Cloudy White Lager,1
Mount Abora Saffraan Cinsaut,0
Schiavino Rovero,0
Castelrosso Nero di Troia Primitivo,0
Geyser Peak Zinfandel,0
Beaune Premier Cru Clos des Couchereaux Maison Louis Jadot,0
Poggiotondo Chianti Riserva Vigna delle Conchiglie,0
Sancerre Rouge Origine Domaine Matthias Et Emile Roblin,0
Amicone Edizione Nero,0
Cafaggiolo,0
Corvina di Verona Selezione di famiglia,0
Levante Merlot,0
Amarone Della Valpolicella Selezione di Famiglia Tinazzi,0
Ripasso Selezione di Famiglia Tinazzi,0
Valpolicella Selezione di famiglia,0
Kilikanoon Killerman´s Run Shiraz,0
Mencia de Bierzo Luna Beberide,0
VIK Millahue Cachapoal,0
Lompoc Wine Co Santa Rita Hills Pinot Noir,0
Milla Cala Viña Vik,0
Garmón,0
Château d'Eck,0
Alfiero Boffa Barbera d´Asti Superiore La Riva,0
Cascina Ballarin Pilade,0
Mullineux Syrah,0
Lalama,0
Montsecano Pinot Noir,0
Mauro Terreus,0
Castello di Querceto Chianti Classico,0
Sivas-Sonoma Pinot Noir,0
The City Runner Cabernet Sauvignon,0
Periquita Superyor,0
Querceto Romantic Castello di Querceto,0
Il Picchio Gran Selezione,0
Luigi Bosca Grand Pinot Noir,0
Luigi Bosca De Sangre,0
Luigi Bosca Luján de Cuyo Malbec,0
San Miguel,1
La Linda Malbec,0
I Colombi Rosso,0
Ronco dei Ciliegi Sangiovese Forlí Castelluccio,0
Le More Sangiovese Superiore,0
Ronco delle Ginestre,0
Massicone Forlí Castelluccio,0
Umathum Ried Hallebühl,0
Umathum Kirschgarten Blaufränkisch,0
Château La Rose Figeac,0
Rotllan Torra Balandra,0
Spätburgunder Trocken,0
Chateau Musar,0
Maison Louis Jadot Beaune Premier Cru Theurons,0
Domaine des Saumades Châteauneuf-du-Pape,0
Persian Wine Tinto,0
Anciano Crianza Tempranillo,0
Man O' War Dreadnought Syrah,0
Spring Village Merlot,0
Mullineux Granite Syrah,0
Château Saint Maur Côte de Provence,0
Vina Laguna Festigia Castello,0
Seghesio Rockpile Zinfandel,0
Santa Duc Les Plans,0
Le Mas de Romanin,0
Givry Premier Cru Vigne Rouge Domaine Francois Lumpp,0
Reserve Salwey RS Oberrotweiler Spätburgunder,0
Domaine du Vieux Télégraphe,0
Bourgogne Rouge Oka Domaine Arlaud,0
Beaujolais Villages L'Escarpe,0
Le Port Grenache Mourvedre,0
Les Ajustiers Rasteau Ravoire & Fils,0
La Luna Avondale,0
Chateauneuf du Pape Domaine Riché,0
Cave Kouroum Petit Noir,0
Quinta do Cachão Reserva,0
De Beaumiere Côte Du Rhône,0
Pistonhead Haze Lager,1
Santa Cruz de Coya Roberto Henriquez,0
Aia,0
Twenty Twelve Red,0
Son Puig,0
Gran Son Puig,0
Albaflor Tinto,0
Sangría Rita,0
Memòries Biniagual Negre,0
Ses Ferritges,0
Finca Son Bordils Negre,0
Son Bordils Syrah,0
Bronx Well Earned Pilsner,1
CB's Påsk Ale,1
Sant' Antimo Rosso,0
Bohemia Regent Cesky Granat Organic Ale,1
Tinar de Mirat Tempranillo,0
Chambolle Musigny Vieilles Vignes,0
Mirat Reserva,0
Crozes-Hermitage E.Guigal,0
Martin Berdugo Reserva,0
Château Romanin Rouge,0
Bohemia Regent Premium Ljus Lager,1
Bohemia Regent Premium Mörk Lager,1
Bohemia Regent Knize Special,1
Bohemia Regent Petr Vok Garnet,1
Chianti Classico Uggiano Prestige,0
Martin Berdugo Crianza,0
Martin Berdugo MB,0
Les Chaux de Fontbonau,0
Damoli Giago Ripasso Classico Superiore,0
Palmiet Pinot Noir,0
Clos des Papes,0
Elands Rivier Pinot Noir,0
Hönöbryggeriet Påsköl,1
La Colombette Au Creux du Nid,0
Ljusdals Bryggeri Påsköl,1
Montefalco Sagrantino Romanelli,0
Massolino Barolo Parussi,0
Cornas Philippe Pacalet,0
Keermont Syrah,0
Ryentorps Påskbrygd,1
Griotte-Chambertin Grand Cru Joseph Drouhin,0
Musigny Grand Cru Joseph Drouhin,0
Domaine de Fontbonau Cotes du Rhone,0
Bohemia Regent Mixpack,1
Sibbarps Husbryggeri Festbier,1
Beaune Premier Cru Theurons Maison Louis Jadot,0
Oratoire St Martin Haut-Coustias,0
Bonchelli Ecologico Primitivo,0
Veramonte Reserva Pinot Noir,0
Ritual Pinot Noir,0
Bonnes Mares Joseph Drouhin,0
Hunting Trail Intense & Wild,0
Quercia al Poggio Chianti Classico Riserva,0
Grands-Echezeaux Grand Cru Joseph Drouhin,0
Gevrey Chambertin Premier Cru Poissenots Louis Jadot,0
Barolo Le Vigne Sandrone,0
Sagrantino Montefalco Medeo,0
Louis Jadot Santenay Clos de Malte,0
Oppigårds New Sweden IPA,1
Quinta do Pego Grande Reserva,0
Vera Organic Barbera,0
Soulevé de Terre Syrah Grenache,0
Hallon Berliner,1
Ängöl Ljuva Livets,1
Contraste Tinto,0
Åkersberga Bryggeri Båtstorp New World Pale Ale,1
Sprezzatura Montepulciano d'Abruzzo,0
Barlingbo Ladingen WIPA,1
Lagunitas Aunt Sally,1
Barlingbo Brisn Gute Ale,1
New Belgium Transatlantique Kriek,1
Lapin Kulta,1
Klackabacken Dubbel IPA,1
Rosso di Valtellina Satiro,0
Shepherd Neame 1698,1
Domaines des Baumard Clos de la Folie,0
Raimonda,0
Klackabacken Summer Ale,1
Il Sasso Piaggia,0
BjörnBärs,1
Château La Pervenche,0
Lilla London Bitter,1
Crozes Hermitage Domaines de Remizieres,0
Brekeriet Sour & Salt,1
West Coast Quadrahop DIPA,1
CPA Pale Ale,1
Frölunda IPA,1
Nils Oscar Everyday Pils,1
Wessinge Brygghus APA,1
Dugges Avenyn Ale,1
Entombed Sverige,1
Jädraöl Session APA,1
Otto Uve,0
Hechicero,0
Dykes Brewery India Pale Ale,1
Grästorps Trädgårds Öl,1
Egnahems Pilsner,1
Wapnö Alna DIPA,1
Humlan,1
Tilia,1
Peach Blossom APA,1
Fjäderholmarnas Cutyard Lager,1
Patron Golden Ale,1
Dalslands Lager,1
Lagunitas Imperial Stout,1
Dalslands IPA Revolt,1
Hälsinge Bock,1
Domaines des Baumard Logis de la Giraudière,0
Gårds Ale,1
Hönöbryggeriet Weissbier,1
Bergslagens Portrait Brown Ale,1
Luddite Saboteur Red Blend,0
Lost Abbey 10 Commandments,1
Luddite Shiraz,0
Pilsner 172,1
Lagunitas Sucks,1
Hope You Like Nelson Double IPA,1
Lost Abbey Agave Maria,1
Beerbliotek Not Guilty! The Juice IPA,1
Möllys Aprikos Saison,1
1680 Örlogsstaden,1
Lost Abbey Brett Devo,1
Modern Times Mega Black House,1
Rita Hetvin,0
MN Vinos Tinta Fina,0
Château Grand Renom Bordeaux Supérieur,0
Tavallini Salice Salentino Riserva,0
Pesquera Reserva,0
Castelgufo Chianti Riserva Organic,0
Puerta Vieja Crianza,0
Atoma Imperial Dry Stout,1
Châteauneuf du Pape Domaine de la Janasse Tradition,0
Monte Real di Familia Crianza,0
Esplanad Lager,1
Torre d'Orti Valpolicella Ripasso Superiore,0
Esplanad EPA,1
Torre d'Orti Rosso,0
Esplanad Honung,1
Ölsnedkeren Håndlager Ekologisk,1
Zenato Recioto della Valpolicella Classico,0
Amarone della Valpolicella Torre D'Orti,0
Sin Complejos Toro,0
Coccinelles Merlot,0
Giannetto Sangiovese,0
Domaine Saint Honorat Rouge,0
Legitim Crianza,0
San Sereno Canto Alla Moraia,0
Lisjak Pinot Noir,0
Bacco Felice Chianti,0
Ser Alfiero Canto alla Moraia,0
Domaine des Coccinelles,0
Corison Napa Valley,0
Moraia Rosso Di Toscana,0
Orines Diadromes,0
Duorum Colheita,0
Tons de Dourum,0
Monte Real Di Familia Reserva,0
Domaine de la Janasse Côtes-du-Rhône,0
Mix 36 Toscana,0
Satrapezo Saperavi,0
Moulin-à-Vent Domaine de Rochegre`s,0
L'Affarone Selezione Appassionata,0
Coronado Collection Barrel Aged Coronado Old Scallywag,1
Rosso di Montalcino Villa Al Cortile,0
Vietti Perbacco Nebbiolo,0
Porseleinberg,0
Rudi Schultz Syrah,0
North Coast Grand Cru,1
Castillo La Mancha,0
Saint-Joseph Dauvergne Ranvier,0
L'Espinouse,0
GefleBockens The Burned Bock,1
Côte-Rôtie Corps de Loup Domaines de Corps de Loup,0
MN Selección Tinta Fina,0
Fortunello Rosso,0
Messange Rouge,0
Gustave Fayet Cuveé,0
L'Heritage Rouge,0
Concerto Di Fonterutoli,0
Cannonball Snake + Herring,0
S & G,0
Les Carrétals Anne Gros Jean Paul Tollot,0
Cuvee Selection Red,0
Mas de Boislauzon,0
Artífice Tinto,0
Fixin Domaine des Tilleuls Philippe Livera,0
Chambolle-Musigny Domaine Arnoux-Lachaux,0
Bitburger Premium Party Keg,1
Gevrey-Chambertin Clos Village Domaine des Tilleuls Philippe Livera,0
Villarini Nero d'Avola,0
Givry Premier Cru A Vigne Rouge Domaine Francois Lumpp,0
Ecum Tempranillo,0
Rosso di Valtellina Barbacán,0
Valentine Par Valentine Réserve,0
Barbera d'Alba San Michele,0
Ca'Marrone Gran Marrone Appassimento,0
Chateau la Grande Roche Cabernet Sauvignon,0
Peter Franus Brandlin Zinfandel,0
Allesverloren Shiraz,0
De Molen Vuur & Vlam,1
Amarone della Valpolicella Classico Balestri Valda,0
Gevrey-Chambertin Marchand-Tawse,0
Broc Cellars Vine Starr Zinfandel,0
Poggiassai,0
Poggio Bonelli Chianti Classico,0
Brunello di Montalcino La Fortuna,0
Les Hautes Noëlles Red Gamay,0
Brunello di Montalcino Collosorbo Tenuta di Collosorbo,0
Cuéntame,0
Canyamel Utiel Requena,0
La Maliosa Tarconte,0
Il Muro Chianti,0
Frasca Varramista,0
Ridge East Bench Zinfandel,0
Monsonaccio Chianti,0
Sterpato Toscano,0
Ridge Lytton Estate Petite Sirah,0
Shafer One Point Five,0
Carlisle Vineyard Zinfandel,0
Burgsvik Bryggeri IPA,1
Occidental Sonoma Coast Pinot Noir,0
Ridge Lytton Springs Ridge Vineyards,0
Esprit de Tablas Tablas Creek Vineyard,0
Not For Sale Ale Craft Lager,1
Balestri Valda Scaligio,0
Catena Zapata Nicolas,0
Burning Ember IPA,1
Kesner Pinot Noir,0
Pelle på Stenen IPA,1
Nääs Eko Weizen,1
Gran El Enemigo Gualtallary Bodega Aleanna,0
Hallon Saison Emmaboda Bryggeri AB,1
Andremily No. 4,0
Fjäderholmarnas Roughneck Rye IPA,1
Hönöbryggeriet Session IPA,1
Piaggia Carmignano Riserva,0
Jädraöl Hallonchoco,1
Jönköpings Stickan Wheat IPA,1
Charlis vete,1
Einstök Wee Heavy,1
Baron de Ley Siete Viñas Reserva,0
Quinta Da Falorca Reserva Lagar,0
Van Zellers Douro Red,0
Ventolera Pinot Noir,0
High Kick King,0
Perez Cruz Limited Edition Cot,0
Logonovo Cinqueperlogonovo,0
Stouterik Brasserie de la Senne,1
Herdade do Portocarro Peninsula de Setubal,0
Morella Primitivo Old Vines,0
Morella Negroamaro Primitivo,0
Halcon Oppenlander Pinot Noir,0
Hirsch San Andreas Fault Pinot Noir,0
Ojai White Hawk Syrah,0
Brygghuset Finn Wheat Blanc,1
Bollnäs nya FestÖl,1
Grebbestad Close to water,1
Le Poiré Domaine Saint Nicolas,0
Grebbestad Eko IPA,1
Domaine du Clos des Tourelles Famille Perrin,0
Château de Beaucastel Famille Perrin,0
Tabalí Reserva Syrah,0
Grebbestad APA American Pale Ale,1
Monohop Session Mosaic SIPA,1
Barone Montalto Organic PET,0
West Coast Hello Sunshine Golden Ale,1
Råå Let's be frank American Pale Ale,1
Langhe Claré JC G.D. Vajra,0
Trinity Hills Gimblett Gravels Syrah,0
Damana 5,0
Conan DIPA,1
Åbro Original Starköl,1
Clarendelle Rouge,0
Brekeriet Wild & Juicy,1
Mannus & Blodøks,1
Barbarian IPA,1
Kvarnagårdens Redig Pilsner,1
Åbro Original,1
Närke Kulturbryggeri Pors & Tvärs,1
Wine Cup Veneto Merlot,0
Idlewild Lager,1
Watermelon Wheat,1
Hernö Lungö Pale,1
ViNO Rosso,0
Hernö Ulvö Brown,1
No Coast IPA Örebro Brygghus,1
Ängöl Lata Dagars IPA,1
Limhamns Veteranöl,1
Brooklyn Summer Ale,1
Corte Adami Valpolicella Ripasso Superiore,0
Limhamns Brown Ale,1
Ängöl Prima Lager,1
Ölsnedkeren Tudsen Stout,1
Chambole-Musigny Premier Cru Jean-Marie Fourrier Les Amoureuses Vieille Vignes,0
DalaBryggeri Pale Ale,1
Eskilstuna Sommarale,1
Remmarlöv The Sweet Hoof Milk Stout,1
Mas de les Valls,0
Frisky Fox Irish Red Ale,1
Bränd IPA,1
Maredsous Tripel,1
Nuits-Saint-Georges Domaine Arnoux-Lachaux,0
Backens Original Gyllene Lager,1
Maredsous Triple,1
Skeppsgossen Lager,1
Latricières-Chambertin Grand Cru Domaine Arnoux-Lachaux,0
Damana Crianza,0
Tábula,0
Gran Tábula,0
Firestone Walker Pale 31,1
Roslagens Ekologisk IPA,1
Ekologisk Golden Ale,1
Nils Oscar Rökporter,1
