FullName,Beer
Nebbiolo d'Alba Renato Corino,0
Barbera d'Alba Pozzo Renato Corino,0
Barolo Arborina Renato Corino,0
Barbera d'Alba Renato Corino,0
Dolcetto d'Alba Enzo Boglietti,0
Stigbergets Muddle IPA,1
Château Ferrière,0
Château Fonroque Maison Joanne,0
Charlis Våreld,1
Toasted Lager,1
Simon & The Pigs NEIPA,1
SjöCrona Trpl,1
Bolsjeviken Imperial Stout,1
Lepores Barrique Cuvée,0
Brygghus 19 Festbock,1
NKB Till The Cows Come Home,1
Möllys Doom Warrior,1
Château d'Eternes Saumur Rouge,0
Train Station Brewery Dark Side Imperial Ale,1
Ponzi Pinot Noir Reserve,0
Duvel Tripel Hop Citra,1
False Bay Shiraz,0
Waterkloof Circle of Life Merlot Shiraz Petit Verdot,0
Seriously Cool Cinsault,0
The Yankee Real Deal Bag Longhorn Zinfandel,0
Barbera d'Alba Brangero,0
Södra Fjäderholmarna Ekologisk Pilner,1
Stöten I Gropen,1
Sahlins Brygghus Tripel,1
Ghiaie della Furba Tenuta di Capezzana,0
Dalabryggeri Weisse,1
Jädraöl Spero Pale Ale,1
Smörpundet Porter,1
3 Fonteinen Oude Kriek Drie Fonteinen,1
Rosso di Montalcino Casale del Bosco,0
Brunello di Montalcino Casale del Bosco,0
Marco Cecchini Refosco,0
Son Mayol Grand Vin,0
Son Mayol Premier Vin,0
Amarone della Valpolicella ai Colli Vivaldi,0
Thomas Hardy's Ale,1
Thomas Hardy's Ale 'The Historical',1
Dragets Kanal Dubbel IPA,1
Golden Spiral Garage Project,1
Clos de la Bousse d'Or Domaine de la Pousse d'Or,0
Abelis Carthago Lui,0
Perene Tinto,0
Rust en Vrede Estate,0
Black Stallion Cabernet Sauvignon,0
Postrizinské Svatecni Special,1
Fleur du Cap Shiraz Grenache Cinsault,0
Gevrey-Chambertin 1er Cru Petite-Chapelle Domaine Rossignol-Trapet,0
Aussome Merlot,0
Scarlet Runner Shiraz,0
Rawson's Retreat Organic Series Cabernet Sauvignon Shiraz Merlot,0
Grado Plato Birra 1608,1
Merlin Bourgogne Pinot Noir,0
Amigo Syrah,0
Torres Santa Digna Merlot,0
Carlisle Russian River Valley Montafi Ranch Zinfandel,0
Duc de Belmonde Cabernet Syrah,0
Big Game Malbec Syrah,0
Tedeschi Amarone della Valpolicella,0
CH By Chocapalha,0
Prova d'Autore,0
Melograno Rosso,0
Piedra Negra Gran Malbec,0
Humo Blanco Gran Cuvée Pinot Noir,0
Silver Palm Zinfandel,0
Ars Nova Tempranillo Cabernet Sauvignon Merlot,0
Chambolle-Musigny Domaine Roux,0
Ghost Ugly Duck West Coast IPA,1
Montecariano Amarone della Valpolicella Classico,0
Arrogant Frog Ribet Rouge Cabernet Sauvignon Merlot,0
Epica Malbec,0
Tapiz Organic Reserve Malbec,0
Escudo Rojo,0
Saumur Puy Notre Dame,0
Corte dall' Ecovista,0
Starmont Merlot,0
Starmont Cabernet Sauvignon,0
Starmont Pinot Noir,0
Omnipollo Onda,1
Château de la Maltroye Pinot Noir,0
Wadworth Bishop's Tipple,1
Tenuta Marcati Valpolicella Superiore,0
Traquair House Ale,1
Macchia Primitivo di Manduria,0
Manorossa Negroamaro,0
Wadworth Old Timer,1
Wadworth Swordfish,1
Augustiner Bräu Edelstoff,1
Augustiner Bräu Dunkel,1
Augustiner Bräu Weissbier,1
Rothaus Eiszäpfle,1
Rothaus Hefeweizen,1
Château de Lavison,0
DesignBrew Très Belle Chic Trippel,1
Barolo Aldo Clerico,0
Wisby Lager,1
Candido Immensum Salice Salentino,0
Beerbliotek Black Ale Chilli,1
Amager Barrier The Mortician,1
Hanssens Oude Gueuze,1
Wild West Alvinne,1
Tie Guan Yin Garage Project,1
Alstadberger Klostergården,1
Ryan's Plow Pinot Noir Lingua Franca,0
Mimi's Mind Pinot Noir Lingua Franca,0
Petruccino Podere Forte,0
Petrucci Podere Forte,0
Sierra Nevada Bigfoot,1
Bötet Barley Wine Oloroso,1
Château Nenin,0
Pietro Cassina Lessona Pidrin,0
Bertani Amarone Della Valpolicella Classico,0
Barolo Bricco Delle Viole G.D Vajra,0
Le Cupole Trinoro,0
Cesconi Pletter,0
Nerocapitano Rosso Frappato,0
Radici Taurasi Mastroberardino,0
Casanuova di Nittardi Vigna Doghessa,0
Cocciapazza Torre dei Beati,0
Alfiero Boffa Muntrivé,0
Ayinger Weizenbock,1
Brewify Easy IPA,1
Yalumba FDR1A Cabernet Sauvignon Shiraz,0
Yalumba The Cigar Cabernet,0
Brewify Modern Lager,1
Brewify IPA,1
Barolo BelColle Monvigliero,0
The Taste of Barbaresco,0
Château Grand francais Bordeaux Supérieur,0
BRLO Craft beer German IPA,1
BRLO Craft beer Redlight Ale,1
Campo Marin Reserva,0
Alde Gott Pinot Noir,0
Vérité La Joie,0
Budvar Budejovicky,1
Mixpack Opat,1
Lazzarito,0
Domaine Du Clos De Sixte,0
Calabuig Tempranillo,0
Niepoort Charme,0
Barolo Elio Altare,0
Chapelle-Chambertin Grand Cru Domaine Rossignol-Trapet,0
Chambertin Grand Cru Domaine Rossignol-Trapet,0
Valkyria California Common,1
Ask Pale Ale,1
Embla Pale Ale Pale Ale,1
Waxholm Premium Lager,1
Charmes-Chambertin Grand Cru Marchand-Tawse,0
Elephant Hill Merlot Malbec,0
Attaque Ale,1
Rickys India Pale Ale,1
520 Lager,1
Nya Carnegiebryggeriet J.A.C.K. Session India Pale Ale,1
Guld Ale,1
Hönöbryggeriet Lager,1
Migranten Pale Ale,1
Örebro Bitter,1
Public Service American Pale Ale,1
South Plains Jus Zombie Saison du Mort,1
Villovägens Falu Röd,1
Aglianico del Vulture d'Angelo,0
Tâm Batzella,0
Coevo Cecchi,0
Brunello di Montalcino Cecchi,0
Tommasi Ca' Florian Riserva Amarone della Valpolicella Classico,0
Radici Taurasi Riserva,0
Abbot's Table,0
Indomito,0
Corpo Notte,0
Turpino,0
Old Tom Frederic Robinson Ltd,1
Campo dei Gigli Amarone Tenuta Sant' Antonio,0
Klingenberg Buntsandstein Spätburgunder,0
Klingenberg Spätburgunder R,0
Poliziano Mandrone di Lohsa,0
Penfolds Grange,0
Porterhouse Wrasslers Stout,1
Les hauts de Granget,0
Losi Millennium Gran Selezione,0
Castello di Ama San Lorenzo,0
Corte Figaretto Valpolicella Valpantena Altarol,0
Monte Manco Primitivo di Manduria Dolce Naturale,0
Famiglia Losi Chianti Querciavalle,0
Domaine La Barroche Châteauneuf-du-Pape,0
Barbaresco Asili Falletto,0
Grande Alberone Vino Rosso,0
Barbera D´Alba Forte Masso,0
To Øl Trädgården Pale Ale,1
Borgogno Barbera d'Alba Superiore,0
Marmalade Porter,1
Constitution Road Shiraz Robertson,0
Renero Pinot Nero,0
Calicanto,0
Amarone della Valpolicella Le Bessole,0
6 Top Trappister,1
MD Mathias Dahlgren Organic Rioja,0
Balder Patersbier,1
Falchini Chianti Colli Senesi,0
Lios Pale Ale,1
kå:L swåRtt Stout,1
Hå:mLe IPA,1
Dugges Orange Haze India Pale Ale,1
Mammoth Zinfandel,0
Dugges High Five India Pale Ale,1
Barolo Serralunga Luigi Baudana,0
Amager/Oppigårds Building Bridges India Pale Ale,1
Prugneto Sangiovese Superiore,0
Pura Fe Garnacha Syrah,0
Isotonic,1
Borstahusen Lager,1
Klackabacken Pilsner,1
Polar,1
Barolo Goggiano,0
Ytterby India Pale Ale,1
Ensta Mörk Lager,1
Fryken Havre IPA,1
Gevrey-Chambertin Roncevies Marchand-Tawse,0
NKB Chili Stout,1
Schwartzman Stout,1
Kacklan IPA,1
Umeå Twin IPA,1
Waxholm India Pale Ale,1
Helsingborg Session IPA,1
Baron De Ley Varietales Graciano,0
Block Nine Caiden's Vineyard Pinot Noir,0
Barolo Massolino,0
Dolcetto d'Alba Massolino,0
Langhe Massolino,0
Barbera d'Alba Massolino,0
Montecariano Valpolicella Ripasso Classico Superiore,0
Andechser Weissbier Hell,1
Oakridge Over the Shoulder Shiraz,0
MilleUna Majara,0
Krauthaker Pinot Crni,0
Tail of A Whale,1
Roquers de Porrera,0
Marge,0
Porco Rosso Cuvée,0
Mohawk India Pale Ale,1
Artadi Tempranillo,0
Hexagon,0
Bodegas Emilio Moro-Låda,0
Celestino Rosso di Toscana,0
Celestino Pecci Rosso di Montalcino,0
Finca Rio Negro Tempranillo Merlot Syrah Cabernet Sauvignon,0
Clendenen Family Vineyards Nebbiolo Bricco Buon Natale,0
Leva Reserve Cabernet Sauvignon Merlot,0
Entrecôte Merlot Cabernet Sauvignon,0
